season,player_id,position_final,player_name,team,passing_yards,passing_tds,passing_interceptions,sacks_suffered,rushing_yards,rushing_tds,receptions,receiving_yards,receiving_tds,targets,passing_epa,rushing_epa,receiving_epa,total_epa,production_score,cap_number,cash_paid,has_contract_match,has_missing_contract,meets_sample_threshold,sample_confidence,contract_confidence,overall_confidence,draft_year,draft_round,draft_pick,years_since_drafted,draft_capital_bucket,estimated_contract_stage,is_likely_rookie_contract,production_rank_position,cost_rank_position,player_surplus_gap,player_surplus_rank,reg_snap_games,reg_teams_with_snaps,reg_offense_snaps,reg_defense_snaps,reg_special_teams_snaps,reg_avg_offense_snap_pct,reg_max_offense_snap_pct,reg_games_off_snap_50_plus,reg_games_off_snap_70_plus,reg_avg_defense_snap_pct,reg_max_defense_snap_pct,reg_games_def_snap_50_plus,reg_avg_st_snap_pct,reg_max_st_snap_pct,playoff_snap_games,playoff_teams_with_snaps,playoff_offense_snaps,playoff_defense_snaps,playoff_special_teams_snaps,playoff_avg_offense_snap_pct,playoff_max_offense_snap_pct,playoff_games_off_snap_50_plus,playoff_games_off_snap_70_plus,playoff_avg_defense_snap_pct,playoff_max_defense_snap_pct,playoff_games_def_snap_50_plus,playoff_avg_st_snap_pct,playoff_max_st_snap_pct,injury_report_weeks,out_weeks,doubtful_weeks,questionable_weeks,practice_dnp_weeks,limited_practice_weeks,unique_primary_injury_weeks,has_reg_snap_data,has_playoff_snap_data,has_injury_source_for_season,injury_merge_matched,played_regular_season,played_playoffs,was_on_injury_report
2022,00-0031280,QB,Derek Carr,LV,3522,24,14,27,102,0,0,0,0,0,26.45458384664378,1.731023923435714,0.0,28.185607770079493,81.75560777007948,19.375,25.0,True,False,True,normal_sample,contract_matched,high,2014.0,2.0,36.0,8.0,round_2,second_contract_or_later,False,18.0,9.0,-9.0,29.0,15,1,946.0,0.0,0.0,0.982,1.0,15,15,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,0,0,0,1,0,
2022,00-0031345,QB,Jimmy Garoppolo,SF,2437,16,4,18,33,2,0,0,0,0,75.50642052189109,-3.066392077616431,0.0,72.44002844427466,123.96002844427468,13.991176,10.052941,True,False,True,normal_sample,contract_matched,high,2014.0,2.0,62.0,8.0,round_2,second_contract_or_later,False,10.0,14.0,4.0,18.0,11,1,614.0,0.0,0.0,0.8754545454545455,1.0,10,10,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,0,0,0,1,0,
2022,00-0031376,RB,Jerick McKinnon,KC,0,0,0,0,291,1,56,512,9,71,0.0,-9.96355854565627,23.65451935874825,13.69096081309198,97.84096081309198,1.0475,1.1875,True,False,True,normal_sample,contract_matched,high,2014.0,3.0,96.0,8.0,round_3,second_contract_or_later,False,11.0,40.0,29.0,4.0,17,1,535.0,0.0,128.0,0.4617647058823529,0.62,6,0,0.0,0.0,0,0.27941176470588236,0.41,3.0,1.0,101.0,0.0,24.0,0.53,0.65,2.0,0.0,0.0,0.0,0.0,0.29,0.3,,,,,,,,1,1,0,0,1,1,
2022,00-0031381,WR,Davante Adams,LV,0,0,0,1,-1,0,100,1516,14,180,-1.8045640784548596,-3.830479648313485,34.02458539534291,28.38954166857457,170.88954166857457,12.21,43.6,True,False,True,normal_sample,contract_matched,high,2014.0,2.0,53.0,8.0,round_2,second_contract_or_later,False,7.0,8.0,1.0,52.0,17,1,1044.0,0.0,1.0,0.9464705882352941,1.0,17,17,0.0,0.0,0,0.0023529411764705885,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,0,0,0,1,0,
2022,00-0031408,WR,Mike Evans,TB,0,0,0,0,0,0,77,1124,6,127,0.0,0.0,26.091298192754156,26.091298192754156,119.54129819275416,10.256278,13.937778,True,False,True,normal_sample,contract_matched,high,2014.0,1.0,7.0,8.0,round_1,second_contract_or_later,False,20.0,11.0,-9.0,63.0,15,1,927.0,0.0,3.0,0.8446666666666667,0.96,15,14,0.0,0.0,0,0.008666666666666666,0.05,1.0,1.0,75.0,0.0,0.0,0.91,0.91,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,1,0,0,1,1,
2022,00-0031428,WR,Allen Robinson,LA,0,0,0,0,0,0,33,339,3,52,0.0,0.0,9.003204972820457,9.003204972820457,43.20320497282046,4.3,15.5,True,False,True,normal_sample,contract_matched,high,2014.0,2.0,61.0,8.0,round_2,second_contract_or_later,False,81.0,37.0,-44.0,92.0,10,1,562.0,0.0,0.0,0.9039999999999999,0.99,10,10,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,0,0,0,1,0,
2022,00-0031544,WR,Amari Cooper,CLE,0,0,1,0,0,0,78,1160,9,132,-4.980502444552258,0.0,52.51798704082712,47.53748459627486,150.03748459627485,4.896,20.0,True,False,True,normal_sample,contract_matched,high,2015.0,1.0,4.0,7.0,round_1,second_contract_or_later,False,10.0,33.0,23.0,23.0,17,1,978.0,0.0,5.0,0.8323529411764706,0.95,17,16,0.0,0.0,0,0.011176470588235295,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,0,0,0,1,0,
2022,00-0031547,WR,DeVante Parker,NE,0,0,0,0,0,0,31,539,3,47,0.0,0.0,15.64754109456332,15.64754109456332,59.347541094563326,6.15625,6.15625,True,False,True,normal_sample,contract_matched,high,2015.0,1.0,14.0,7.0,round_1,second_contract_or_later,False,60.0,25.0,-35.0,87.0,13,1,545.0,0.0,2.0,0.6907692307692308,1.0,10,9,0.0,0.0,0,0.006923076923076922,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,0,0,0,1,0,
2022,00-0031549,WR,Nelson Agholor,NE,0,0,0,0,0,0,31,362,2,53,0.0,0.0,-12.491907305548832,-12.491907305548832,19.35809269445117,14.941176,9.941176,True,False,True,normal_sample,contract_matched,high,2015.0,1.0,20.0,7.0,round_1,second_contract_or_later,False,94.0,4.0,-90.0,99.0,16,1,476.0,0.0,0.0,0.489375,0.97,9,4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,0,0,0,1,0,
2022,00-0031588,WR,Stefon Diggs,BUF,0,0,0,0,-3,0,108,1429,11,154,0.0,-1.292416772339493,75.10441460938806,73.81199783704857,205.11199783704856,11.736111,24.58,True,False,True,normal_sample,contract_matched,high,2015.0,5.0,146.0,7.0,rounds_4_5,second_contract_or_later,False,3.0,10.0,7.0,41.0,16,1,836.0,0.0,4.0,0.76875,0.95,16,12,0.0,0.0,0,0.00875,0.07,2.0,1.0,116.0,0.0,0.0,0.8500000000000001,0.9,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,1,0,0,1,1,
2022,00-0031610,TE,Darren Waller,LV,0,0,0,0,0,0,28,388,3,43,0.0,0.0,4.899365661119104,4.899365661119104,40.299365661119104,11.415,11.675,True,False,True,normal_sample,contract_matched,high,2015.0,6.0,204.0,7.0,rounds_6_7,second_contract_or_later,False,27.0,2.0,-25.0,34.0,9,1,346.0,0.0,0.0,0.5755555555555555,0.84,6,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,0,0,0,1,0,
2022,00-0031687,RB,Raheem Mostert,MIA,0,0,0,0,891,3,31,202,2,42,0.0,-0.9878382243332452,1.4352303486020004,0.4473921242687551,77.84739212426877,2.113235,3.113235,True,False,True,normal_sample,contract_matched,high,,,,,undrafted_or_unmatched,undrafted_or_unmatched,False,18.0,26.0,8.0,17.0,16,1,552.0,0.0,75.0,0.5675,0.76,11,4,0.0,0.0,0,0.17375,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,0,0,0,1,0,
2022,00-0031763,WR,DeAndre Carter,LAC,0,0,0,0,-15,0,46,538,3,65,0.0,-3.1077726249350235,13.81492393538428,10.707151310449255,57.357151310449254,1.135,1.735,True,False,True,normal_sample,contract_matched,high,,,,,undrafted_or_unmatched,undrafted_or_unmatched,False,65.0,75.0,10.0,36.0,17,1,698.0,0.0,154.0,0.5882352941176471,0.94,12,8,0.0,0.0,0,0.3311764705882353,0.38,1.0,1.0,24.0,0.0,2.0,0.34,0.34,0.0,0.0,0.0,0.0,0.0,0.07,0.07,,,,,,,,1,1,0,0,1,1,
2022,00-0031800,QB,Taylor Heinicke,WAS,1859,12,6,19,96,1,0,0,0,0,-12.710993751717222,-4.391686998074874,0.0,-17.102680749792096,16.537319250207904,3.625,2.25,True,False,True,normal_sample,contract_matched,high,,,,,undrafted_or_unmatched,undrafted_or_unmatched,False,28.0,29.0,1.0,19.0,9,1,614.0,0.0,0.0,0.9711111111111111,1.0,9,9,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,0,0,0,1,0,
2022,00-0032104,RB,Ameer Abdullah,LV,0,0,0,0,20,0,25,211,1,32,0.0,-0.3118092714165157,-1.7838534197261198,-2.0956626911426355,18.704337308857365,1.0475,1.1875,True,False,True,normal_sample,contract_matched,high,2015.0,2.0,54.0,7.0,round_2,second_contract_or_later,False,54.0,40.0,-14.0,48.0,17,1,175.0,0.0,225.0,0.1611764705882353,0.34,0,0,0.0,0.0,0,0.49470588235294116,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,0,0,0,1,0,
2022,00-0032208,WR,Phillip Dorsett,HOU,0,0,0,0,0,0,20,257,1,40,-0.536111096618697,0.0,-3.709791505748499,-4.245902602367197,16.604097397632806,1.267353,1.217353,True,False,True,normal_sample,contract_matched,high,2015.0,1.0,29.0,7.0,round_1,second_contract_or_later,False,96.0,70.0,-26.0,77.0,15,1,465.0,0.0,1.0,0.4966666666666667,0.86,8,5,0.0,0.0,0,0.002,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,0,0,0,1,0,
2022,00-0032211,WR,Tyler Lockett,SEA,0,0,0,0,0,0,84,1033,9,117,0.0,0.0,38.252881527791345,38.252881527791345,137.90288152779135,10.05,16.0,True,False,True,normal_sample,contract_matched,high,2015.0,3.0,69.0,7.0,round_3,second_contract_or_later,False,14.0,13.0,-1.0,55.0,16,1,799.0,0.0,28.0,0.7975,0.96,15,13,0.0,0.0,0,0.06125,0.21,1.0,1.0,54.0,0.0,0.0,0.79,0.79,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,1,0,0,1,1,
2022,00-0032268,QB,Marcus Mariota,ATL,2219,15,9,28,438,4,0,0,0,0,8.159635507238566,9.893773447169224,0.0,18.05340895440779,79.14340895440779,4.25,6.75,True,False,True,normal_sample,contract_matched,high,2015.0,1.0,2.0,7.0,round_1,second_contract_or_later,False,19.0,27.0,8.0,12.0,13,1,776.0,0.0,0.0,1.0,1.0,13,13,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,0,0,0,1,0,
2022,00-0032392,TE,Austin Hooper,TEN,0,0,0,0,0,0,41,444,2,60,0.0,0.0,26.150701048143674,26.150701048143674,64.60070104814368,2.69,6.0,True,False,True,normal_sample,contract_matched,high,2016.0,3.0,81.0,6.0,round_3,second_contract_or_later,False,13.0,19.0,6.0,12.0,17,1,525.0,0.0,9.0,0.5070588235294117,0.67,7,0,0.0,0.0,0,0.021176470588235293,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,0,0,0,1,0,
2022,00-0032398,WR,Chris Moore,HOU,0,0,0,0,3,0,48,548,2,74,0.0,-1.9480106143746525,7.128327410024395,5.180316795649743,50.73031679564974,1.0475,1.1875,True,False,True,normal_sample,contract_matched,high,2016.0,4.0,107.0,6.0,rounds_4_5,second_contract_or_later,False,73.0,79.0,6.0,42.0,16,1,678.0,0.0,24.0,0.670625,0.91,15,6,0.0,0.0,0,0.051250000000000004,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,0,0,0,1,0,
2022,00-0032464,WR,Kalif Raymond,DET,0,0,0,0,36,0,47,616,0,64,0.0,2.2991403104388155,21.02153123925591,23.32067154969473,67.67067154969473,1.975,2.6,True,False,True,normal_sample,contract_matched,high,,,,,undrafted_or_unmatched,undrafted_or_unmatched,False,52.0,62.0,10.0,36.0,17,1,555.0,0.0,61.0,0.4994117647058824,0.95,8,7,0.0,0.0,0,0.1335294117647059,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,0,0,0,1,0,
2022,00-0032602,RB,J.D. McKissic,WAS,0,0,0,0,95,0,27,173,0,40,0.0,-3.983118694392033,-17.796239091711357,-21.77935778610339,-1.6293577861033892,1.91,3.865,True,False,True,normal_sample,contract_matched,high,,,,,undrafted_or_unmatched,undrafted_or_unmatched,False,58.0,28.0,-30.0,54.0,8,1,221.0,0.0,2.0,0.39125,0.53,2,0,0.0,0.0,0,0.00875,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,0,0,0,1,0,
2022,00-0032764,RB,Derrick Henry,TEN,4,1,0,0,1538,13,33,398,0,41,0.4664566007559187,-22.311296168132685,14.124216125208529,-7.720623442168238,138.36937655783177,9.367647,15.441176,True,False,True,normal_sample,contract_matched,high,2016.0,2.0,45.0,6.0,round_2,second_contract_or_later,False,4.0,4.0,0.0,33.0,16,1,648.0,0.0,0.0,0.665,0.75,15,8,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,0,0,0,1,0,
2022,00-0032775,WR,Demarcus Robinson,BAL,0,0,0,0,0,0,48,458,2,75,0.0,0.0,3.5986004587224407,3.5986004587224407,44.49860045872244,0.895,1.035,True,False,True,normal_sample,contract_matched,high,2016.0,4.0,126.0,6.0,rounds_4_5,second_contract_or_later,False,78.0,90.0,12.0,35.0,17,1,637.0,0.0,4.0,0.5758823529411764,0.78,13,4,0.0,0.0,0,0.009411764705882354,0.05,1.0,1.0,32.0,0.0,0.0,0.46,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,1,0,0,1,1,
2022,00-0032950,QB,Carson Wentz,WAS,1755,11,9,26,86,1,0,0,0,0,-39.92165213974798,6.074985710269046,0.0,-33.84666642947893,-11.496666429478928,28.295176,28.295176,True,False,True,normal_sample,contract_matched,high,2016.0,1.0,2.0,6.0,round_1,second_contract_or_later,False,36.0,6.0,-30.0,39.0,8,1,510.0,0.0,0.0,0.9075,1.0,7,7,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,0,0,0,1,0,
2022,00-0033009,WR,Tyler Boyd,CIN,23,0,0,1,0,0,58,762,5,82,0.6072884440654889,0.0,28.99062020583348,29.59790864989897,97.17790864989897,10.1,8.7,True,False,True,normal_sample,contract_matched,high,2016.0,2.0,55.0,6.0,round_2,second_contract_or_later,False,32.0,12.0,-20.0,71.0,16,1,797.0,0.0,3.0,0.726875,0.97,15,11,0.0,0.0,0,0.00625,0.07,3.0,1.0,120.0,0.0,0.0,0.6133333333333334,0.9,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,1,0,0,1,1,
2022,00-0033040,WR,Tyreek Hill,MIA,0,0,0,0,32,1,119,1710,7,170,0.0,2.0270215682685375,64.06243745761115,66.08945902587969,206.93945902587967,6.485,26.885,True,False,True,normal_sample,contract_matched,high,2016.0,5.0,165.0,6.0,rounds_4_5,second_contract_or_later,False,2.0,23.0,21.0,29.0,17,1,800.0,0.0,7.0,0.7629411764705882,0.94,17,12,0.0,0.0,0,0.014705882352941176,0.1,1.0,1.0,59.0,0.0,0.0,0.83,0.83,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,1,0,0,1,1,
2022,00-0033045,RB,Ezekiel Elliott,DAL,0,0,0,0,876,12,17,92,0,23,0.0,-11.69969886045182,-3.6794642015593126,-15.379163062011132,73.27083693798886,18.22,12.4,True,False,True,normal_sample,contract_matched,high,2016.0,1.0,4.0,6.0,round_1,second_contract_or_later,False,21.0,1.0,-20.0,51.0,15,1,558.0,0.0,0.0,0.55,0.67,10,0,0.0,0.0,0,0.0,0.0,2.0,1.0,76.0,0.0,0.0,0.59,0.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,1,0,0,1,1,
2022,00-0033077,QB,Dak Prescott,DAL,2860,23,15,20,182,1,0,0,0,0,42.084686123317965,5.523948678805027,0.0,47.60863480212299,99.30863480212298,19.73,20.0,True,False,True,normal_sample,contract_matched,high,2016.0,4.0,135.0,6.0,rounds_4_5,second_contract_or_later,False,15.0,8.0,-7.0,28.0,12,1,821.0,0.0,0.0,0.9608333333333333,1.0,12,12,0.0,0.0,0,0.0,0.0,2.0,1.0,130.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,1,0,0,1,1,
2022,00-0033090,TE,Hunter Henry,NE,0,0,0,0,0,0,41,509,2,59,0.0,0.0,13.664598329949342,13.664598329949342,55.364598329949345,15.0,10.0,True,False,True,normal_sample,contract_matched,high,2016.0,2.0,35.0,6.0,round_2,second_contract_or_later,False,20.0,1.0,-19.0,30.0,17,1,797.0,0.0,24.0,0.7558823529411764,1.0,16,12,0.0,0.0,0,0.05176470588235294,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,0,0,0,1,0,
2022,00-0033106,QB,Jared Goff,DET,4438,29,7,23,73,0,1,5,0,1,102.01767571744924,-16.04031808448769,-0.1001604418852366,85.8771971910763,172.6571971910763,31.15,26.15,True,False,True,normal_sample,contract_matched,high,2016.0,1.0,1.0,6.0,round_1,second_contract_or_later,False,6.0,4.0,-2.0,22.0,17,1,1133.0,0.0,0.0,0.9923529411764707,1.0,17,17,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,0,0,0,1,0,
2022,00-0033110,TE,Tyler Higbee,LA,0,0,0,0,0,0,72,620,3,108,0.0,0.0,4.885178858540428,4.885178858540428,62.88517885854043,4.25,6.75,True,False,True,normal_sample,contract_matched,high,2016.0,4.0,110.0,6.0,rounds_4_5,second_contract_or_later,False,14.0,12.0,-2.0,21.0,17,1,888.0,0.0,14.0,0.8647058823529411,0.97,17,15,0.0,0.0,0,0.031764705882352945,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,0,0,0,1,0,
2022,00-0033118,RB,Kenyan Drake,BAL,0,0,0,0,482,4,17,89,1,26,0.0,-12.499559383956058,-5.923722070280285,-18.423281454236346,29.37671854576366,1.035,1.035,True,False,True,normal_sample,contract_matched,high,2016.0,3.0,73.0,6.0,round_3,second_contract_or_later,False,50.0,42.0,-8.0,42.0,12,1,366.0,0.0,6.0,0.45416666666666666,0.68,6,0,0.0,0.0,0,0.018333333333333333,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,0,0,0,1,0,
2022,00-0033119,QB,Jacoby Brissett,CLE,2608,12,6,24,243,2,0,0,0,0,18.745632323502797,19.836409262672532,0.0,38.58204158617533,88.81204158617534,4.65,4.9,True,False,True,normal_sample,contract_matched,high,2016.0,3.0,91.0,6.0,round_3,second_contract_or_later,False,17.0,25.0,8.0,12.0,16,1,787.0,0.0,0.0,0.693125,1.0,11,11,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,0,0,0,1,0,
2022,00-0033280,RB,Christian McCaffrey,SF,34,1,0,0,746,6,52,464,4,65,3.771136244176887,1.9019584281439703,23.538767826214748,29.21186249853561,135.05186249853563,0.69,0.69,True,False,True,normal_sample,contract_matched,high,2017.0,1.0,8.0,5.0,round_1,second_contract_or_later,False,5.0,55.0,50.0,1.0,17,2,777.0,0.0,3.0,0.7435294117647059,0.91,15,12,0.0,0.0,0,0.006470588235294118,0.04,3.0,1.0,137.0,0.0,1.0,0.7966666666666667,0.98,3.0,2.0,0.0,0.0,0.0,0.013333333333333334,0.04,,,,,,,,1,1,0,0,1,1,
2022,00-0033282,WR,Curtis Samuel,WAS,0,0,0,0,187,1,64,656,4,92,0.0,-2.2834938880987465,24.736758419933494,22.453264531834748,95.60326453183475,12.9,10.5,True,False,True,normal_sample,contract_matched,high,2017.0,2.0,40.0,5.0,round_2,second_contract_or_later,False,34.0,7.0,-27.0,79.0,17,1,850.0,0.0,0.0,0.7147058823529412,0.9,17,9,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,0,0,0,1,0,
2022,00-0033288,TE,George Kittle,SF,0,0,0,0,0,0,60,765,11,86,0.0,0.0,39.60728645684706,39.60728645684706,125.85728645684706,7.418751,11.991176,True,False,True,normal_sample,contract_matched,high,2017.0,5.0,146.0,5.0,rounds_4_5,second_contract_or_later,False,2.0,9.0,7.0,11.0,15,1,859.0,0.0,3.0,0.896,1.0,15,15,0.0,0.0,0,0.008,0.04,3.0,1.0,165.0,0.0,1.0,0.94,1.0,3.0,3.0,0.0,0.0,0.0,0.013333333333333334,0.04,,,,,,,,1,1,0,0,1,1,
2022,00-0033293,RB,Aaron Jones,GB,0,0,0,0,1121,2,59,395,5,72,0.0,12.084998125123091,-2.262273565338152,9.82272455978494,121.37272455978494,5.948,5.75,True,False,True,normal_sample,contract_matched,high,2017.0,5.0,182.0,5.0,rounds_4_5,second_contract_or_later,False,7.0,9.0,2.0,28.0,17,1,630.0,0.0,3.0,0.5823529411764706,0.74,13,4,0.0,0.0,0,0.006470588235294119,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,0,0,0,1,0,
2022,00-0033307,WR,Kendrick Bourne,NE,0,0,0,0,39,0,35,434,1,48,0.0,-1.6179705510730855,13.377406082941617,11.75943553186853,47.15943553186853,6.416666,4.205882,True,False,True,normal_sample,contract_matched,high,,,,,undrafted_or_unmatched,undrafted_or_unmatched,False,75.0,24.0,-51.0,97.0,16,1,441.0,0.0,5.0,0.4425,0.76,7,2,0.0,0.0,0,0.013125000000000001,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,0,0,0,1,0,
2022,00-0033466,WR,Isaiah McKenzie,BUF,0,0,0,0,55,1,42,423,4,65,0.0,1.9039958514478057,11.355487141730396,13.2594829931782,62.6594829931782,1.867647,2.717647,True,False,True,normal_sample,contract_matched,high,2017.0,5.0,172.0,5.0,rounds_4_5,second_contract_or_later,False,58.0,63.0,5.0,43.0,15,1,555.0,0.0,28.0,0.5366666666666667,0.73,10,1,0.0,0.0,0,0.08133333333333333,0.23,1.0,1.0,17.0,0.0,0.0,0.27,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,1,0,0,1,1,
2022,00-0033526,RB,Samaje Perine,CIN,0,0,0,0,394,2,38,287,4,51,0.0,-3.9261898886725737,6.449811524648913,2.5236216359763395,64.07362163597634,1.85,1.5,True,False,True,normal_sample,contract_matched,high,2017.0,4.0,114.0,5.0,rounds_4_5,second_contract_or_later,False,28.0,29.0,1.0,30.0,16,1,448.0,0.0,186.0,0.40249999999999997,0.83,3,3,0.0,0.0,0,0.42875,0.69,3.0,1.0,107.0,0.0,29.0,0.54,0.65,2.0,0.0,0.0,0.0,0.0,0.41333333333333333,0.46,,,,,,,,1,1,0,0,1,1,
2022,00-0033536,WR,Mike Williams,LAC,0,0,0,0,0,0,63,895,4,93,0.0,0.0,31.584319500410423,31.584319500410423,104.08431950041044,14.0,28.0,True,False,True,normal_sample,contract_matched,high,2017.0,1.0,7.0,5.0,round_1,second_contract_or_later,False,28.0,5.0,-23.0,73.0,13,1,703.0,0.0,0.0,0.7553846153846154,0.94,11,10,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,0,0,0,1,0,
2022,00-0033537,QB,Deshaun Watson,CLE,1102,7,5,20,175,1,0,0,0,0,-23.89065204428563,6.220824425690807,0.0,-17.669827618594827,4.100172381405173,9.3955,45.3675,True,False,True,normal_sample,contract_matched,high,2017.0,1.0,12.0,5.0,round_1,second_contract_or_later,False,31.0,19.0,-12.0,30.0,6,1,387.0,0.0,0.0,0.985,1.0,6,6,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,0,0,0,1,0,
2022,00-0033553,RB,James Conner,ARI,0,0,0,0,782,7,46,300,1,58,0.0,-2.474908148971243,-6.053288363213287,-8.52819651218453,81.07180348781547,3.975,7.945,True,False,True,normal_sample,contract_matched,high,2017.0,3.0,105.0,5.0,round_3,second_contract_or_later,False,17.0,14.0,-3.0,36.0,13,1,663.0,0.0,0.0,0.7176923076923077,0.97,11,8,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,0,0,0,1,0,
2022,00-0033555,WR,Mack Hollins,LV,4,0,0,0,40,0,57,690,4,94,0.0511495949467644,2.158991231932305,31.43468787536654,33.644828702245604,96.4348287022456,2.0,2.5,True,False,True,normal_sample,contract_matched,high,2017.0,4.0,118.0,5.0,rounds_4_5,second_contract_or_later,False,33.0,60.0,27.0,18.0,17,1,1030.0,2.0,62.0,0.9341176470588235,1.0,17,17,0.0023529411764705885,0.02,0,0.1376470588235294,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,0,0,0,1,0,
