season,team,player_id,player_name,position,position_group,passing_yards,passing_tds,passing_interceptions,sacks_suffered,rushing_yards,rushing_tds,receptions,receiving_yards,receiving_tds,targets,passing_epa,rushing_epa,receiving_epa,total_epa,production_score,contract_player_name,contract_position,cap_number,cash_paid,base_salary,guaranteed_salary,position_final,production_rank_position,cost_rank_position,player_surplus_gap,player_surplus_rank,player_value_tier
2021,SF,00-0033288,George Kittle,TE,TE,0,0,0,0,20,0,71,910,6,94,0.0,1.738986514043063,24.574330641205357,26.31331715524842,108.56331715524843,George Kittle,TE,5.191928,3.682353,1.25,1.25,TE,5.0,14.0,9.0,10.0,Positive value
2021,SF,00-0035719,Deebo Samuel Sr.,WR,WR,24,1,0,0,365,8,77,1405,6,121,2.0177336357883178,20.849417409073794,55.31051865615727,78.17766970101938,230.16766970101938,Deebo Samuel,WR,2.099279,1.19476,1.14476,0.268835,WR,2.0,56.0,54.0,6.5,Major bargain
2021,SF,00-0036261,Brandon Aiyuk,WR,WR,0,0,0,0,17,0,56,826,5,84,0.0,-1.2647379657719284,40.75678996943231,39.49205200366038,110.64205200366038,Brandon Aiyuk,WR,2.848034,1.179607,1.179607,1.179607,WR,26.0,47.0,21.0,32.5,Major bargain
2021,SF,00-0036567,Elijah Mitchell,RB,RB,0,0,0,0,963,5,19,137,1,20,0.0,-15.493685385186634,4.110073801246472,-11.383611583940162,66.36638841605983,Elijah Mitchell,RB,0.705893,0.843572,0.66,0.0,RB,29.0,61.0,32.0,3.0,Major bargain
2021,TB,00-0019596,Tom Brady,QB,QB,5316,43,12,22,81,2,0,0,0,0,144.76788371139247,3.850478549111787,0.0,148.61836226050426,268.32836226050426,Tom Brady,QB,10.545588,44.420588,1.075,0.0,QB,2.0,14.0,12.0,8.0,Strong bargain
2021,TB,00-0027656,Rob Gronkowski,TE,TE,0,0,0,0,0,0,55,802,6,89,0.0,0.0,32.71432576561756,32.71432576561756,104.56432576561755,Rob Gronkowski,TE,3.0,8.5,1.75,1.75,TE,6.0,21.5,15.5,6.0,Strong bargain
2021,TB,00-0027793,Antonio Brown,WR,WR,0,0,0,0,6,0,42,545,4,62,0.0,0.308483928674832,33.95373083089263,34.26221475956746,84.31221475956747,,,0.0,0.0,0.0,0.0,WR,45.0,103.5,58.5,3.0,Major bargain
2021,TB,00-0031273,Cameron Brate,TE,TE,0,0,0,0,0,0,30,245,4,57,0.0,0.0,-2.1851556426469148,-2.1851556426469148,29.564844357353085,Cameron Brate,TE,1.81,3.75,1.075,0.0,TE,31.0,27.0,-4.0,21.5,Negative value
2021,TB,00-0031408,Mike Evans,WR,WR,0,0,0,0,10,0,74,1035,14,114,0.0,0.6375567223876715,65.69545162617443,66.3330083485621,179.0830083485621,Mike Evans,WR,7.6975,12.25,1.075,0.0,WR,7.0,15.0,8.0,45.0,Positive value
2021,TB,00-0033856,Leonard Fournette,RB,RB,0,0,0,0,812,8,69,454,2,84,-0.6633014641702175,8.428610962301828,-0.44357361815067353,7.321735879980937,117.87173587998093,Leonard Fournette,RB,3.25,3.375,2.25,2.0,RB,5.0,16.0,11.0,20.5,Strong bargain
2021,TB,00-0033921,Chris Godwin Jr.,WR,WR,0,0,0,0,21,1,98,1103,5,127,0.0,2.1248219943228177,36.05648674908548,38.181308743408295,136.88130874340828,Chris Godwin,WR,15.983,15.983,15.983,15.983,WR,17.0,4.0,-13.0,69.5,Major overpay
2021,TB,00-0034816,Ronald Jones,RB,RB,0,0,0,0,428,4,10,64,0,13,0.0,-3.8528177159896586,0.27778822398977354,-3.575029491999885,35.52497050800012,Ronald Jones II,RB,2.250158,1.444353,1.444353,0.0,RB,54.0,23.0,-31.0,64.0,Major overpay
2021,TB,00-0036427,Tyler Johnson,WR,WR,0,0,0,0,0,0,36,360,0,55,0.0,0.0,6.540266867442439,6.540266867442439,33.54026686744244,Tyler Johnson,WR,0.858605,0.78,0.78,0.0,WR,91.0,84.0,-7.0,61.0,Negative value
2021,TEN,00-0027944,Julio Jones,WR,WR,0,0,0,0,0,0,31,434,1,48,0.0,0.0,15.380997685733822,15.380997685733822,47.83099768573383,Julio Jones,WR,4.1,15.3,1.3,1.3,WR,73.0,34.0,-39.0,89.0,Major overpay
2021,TEN,00-0029701,Ryan Tannehill,QB,QB,3734,21,14,47,270,7,0,0,0,0,25.66361344669434,34.28934092627623,0.0,59.952954372970574,134.04295437297057,Ryan Tannehill,QB,11.1,24.5,1.5,1.5,QB,13.0,11.0,-2.0,20.0,Fair value
2021,TEN,00-0032141,Geoff Swaim,TE,TE,0,0,0,0,0,0,31,210,3,40,0.0,0.0,9.252059686812572,9.252059686812572,36.50205968681257,,,0.0,0.0,0.0,0.0,TE,29.0,37.0,8.0,11.0,Positive value
2021,TEN,00-0032355,Chester Rogers,WR,WR,0,0,0,0,9,0,30,301,1,43,0.0,0.7513755353866145,2.8218427654397105,3.573218300826325,29.573218300826326,Chester Rogers,WR,0.85,0.99,0.99,0.0,WR,96.0,91.0,-5.0,60.0,Negative value
2021,TEN,00-0032764,Derrick Henry,RB,RB,5,1,0,0,937,10,18,154,0,20,1.0320902957464568,-4.84225413301408,9.714970409608213,5.90480657234059,97.0048065723406,Derrick Henry,RB,13.5,10.5,10.5,10.5,RB,13.0,1.0,-12.0,50.0,Major overpay
2021,TEN,00-0033455,Anthony Firkser,TE,TE,0,0,0,0,0,0,34,291,2,43,0.0,0.0,10.048556437280958,10.048556437280958,39.09855643728096,Anthony Firkser,FB,3.0,3.0,1.75,1.75,TE,28.0,21.5,-6.5,26.0,Negative value
2021,TEN,00-0033925,D'Onta Foreman,RB,RB,0,0,0,0,566,3,9,123,0,11,0.0,-13.765064943669131,8.979706341546262,-4.785358602122869,40.914641397877126,D'Onta Foreman,RB,0.511111,0.511111,0.92,0.0,RB,50.0,64.0,14.0,18.0,Strong bargain
2021,TEN,00-0033955,Jeremy McNichols,RB,RB,0,0,0,0,156,0,28,240,1,38,0.0,-8.747554565604368,6.061123160049345,-2.686431405555023,27.113568594444978,Jeremy McNichols,RB,0.0,0.0,0.1656,0.0,RB,63.0,68.0,5.0,32.0,Positive value
2021,TEN,00-0034253,Dontrell Hilliard,RB,RB,0,0,0,0,350,2,19,87,0,26,0.0,9.060534117830684,-6.92588988899954,2.134644228831144,34.734644228831144,Dontrell Hilliard,RB,0.357778,0.357778,0.92,0.0,RB,56.0,66.0,10.0,22.5,Strong bargain
2021,TEN,00-0035676,A.J. Brown,WR,WR,0,0,0,0,10,0,63,869,5,105,-1.2514583478914574,0.552041839924641,33.827210485994684,33.12779397802787,107.82779397802787,A.J. Brown,WR,1.541555,1.008852,1.008852,0.0,WR,27.0,61.0,34.0,23.5,Major bargain
2021,TEN,00-0036182,Nick Westbrook-Ikhine,WR,WR,0,0,0,0,0,0,38,476,4,57,0.0,0.0,21.76941456151971,21.76941456151971,67.06941456151971,Nick Westbrook-Ikhine,WR,0.78,0.78,0.78,0.0,WR,56.0,100.0,44.0,15.5,Major bargain
2021,WAS,00-0031763,DeAndre Carter,WR,WR,0,0,0,0,89,0,24,296,3,44,0.0,2.6877549971686676,9.942710329416977,12.630465326585645,46.88046532658565,DeAndre Carter,WR,0.97,0.97,0.92,0.15,WR,77.0,79.0,2.0,51.5,Fair value
2021,WAS,00-0031800,Taylor Heinicke,QB,QB,3419,20,15,38,313,1,1,-2,0,1,-29.357315579167377,4.400262290615814,-1.095608004834503,-26.052661293386066,27.43733870661393,Taylor Heinicke,QB,2.0,3.375,1.0,0.5,QB,25.0,32.0,7.0,13.0,Positive value
2021,WAS,00-0032009,Adam Humphries,WR,WR,0,0,0,0,0,0,41,383,0,62,0.0,0.0,-6.258268998434428,-6.258268998434428,23.141731001565574,Adam Humphries,WR,1.19,1.19,0.99,0.0,WR,100.0,69.0,-31.0,85.0,Major overpay
2021,WAS,00-0032602,J.D. McKissic,RB,RB,0,0,0,0,212,2,43,397,2,53,0.0,3.000427417850122,12.93253999483855,15.932967412688672,69.13296741268869,J.D. McKissic,RB,1.66,1.16,1.0,0.0,RB,25.0,31.0,6.0,27.0,Positive value
2021,WAS,00-0033611,Ricky Seals-Jones,TE,TE,0,0,0,0,0,0,30,271,2,49,0.0,0.0,-6.213847932899616,-6.213847932899616,20.836152067100386,Ricky Seals-Jones,TE,0.85,0.99,0.99,0.0,TE,35.0,35.0,0.0,16.5,Fair value
2021,WAS,00-0035659,Terry McLaurin,WR,WR,0,0,0,0,12,0,77,1053,5,130,0.0,0.7791807051980868,12.17581440386006,12.954995109058148,100.45499510905816,Terry McLaurin,WR,1.100805,0.85,0.85,0.0,WR,36.0,72.0,36.0,21.5,Major bargain
2021,WAS,00-0036328,Antonio Gibson,RB,RB,0,0,0,0,1037,7,42,294,3,52,0.0,-24.129261975299574,1.299203568065539,-22.830058407234034,84.21994159276596,Antonio Gibson,RB,1.121054,0.834211,0.834211,0.0,RB,16.0,39.0,23.0,12.0,Major bargain
2022,ARI,00-0027942,A.J. Green,WR,WR,0,0,0,0,0,0,24,236,2,47,0.0,0.0,-17.96692251307027,-17.96692251307027,5.8330774869297315,A.J. Green,WR,2.217254,3.5,1.12,1.12,WR,100.0,57.0,-43.0,91.5,Major overpay
2022,ARI,00-0030061,Zach Ertz,TE,TE,0,0,0,0,0,0,47,406,4,69,0.0,0.0,8.380928354410031,8.380928354410031,52.43092835441003,Zach Ertz,TE,4.75,10.647059,2.5,2.5,TE,22.0,11.0,-11.0,29.0,Major overpay
2022,ARI,00-0030564,DeAndre Hopkins,WR,WR,0,0,0,0,0,0,64,717,3,96,0.0,0.0,6.7717179560614715,6.7717179560614715,67.62171795606147,DeAndre Hopkins,WR,15.733333,15.083333,6.65,0.0,WR,53.0,3.0,-50.0,96.5,Major overpay
2022,ARI,00-0033553,James Conner,RB,RB,0,0,0,0,782,7,46,300,1,58,0.0,-2.4749081489712434,-6.053288363213287,-8.52819651218453,81.07180348781547,James Conner,RB,3.975,7.945,1.75,1.75,RB,17.0,14.0,-3.0,42.0,Negative value
2022,ARI,00-0035228,Kyler Murray,QB,QB,2368,14,7,25,418,3,0,0,0,0,-17.928843285701486,12.536747347064555,0.0,-5.392095938636931,55.93790406136307,Kyler Murray,QB,12.669481,30.0,0.965,0.965,QB,22.0,16.0,-6.0,28.0,Negative value
2022,ARI,00-0035500,Greg Dortch,WR,WR,0,0,0,0,44,0,52,467,2,64,0.0,1.9678937036078423,12.061898299110204,14.029792002718047,58.57979200271805,Greg Dortch,WR,0.895,0.895,0.895,0.0,WR,62.0,91.5,29.5,15.0,Major bargain
2022,ARI,00-0035662,Marquise Brown,WR,WR,0,0,0,0,1,0,67,709,3,107,0.0,-0.2280759473796934,-3.331899893946776,-3.5599758413264695,57.69002415867354,Marquise Brown,WR,2.102364,2.102364,2.102364,2.102364,WR,64.0,58.0,-6.0,62.0,Negative value
2022,ARI,00-0036936,Rondale Moore,WR,WR,0,0,0,0,-5,0,41,414,1,56,0.0,-7.555139935691841,11.375221044392879,3.8200811087010376,37.52008110870104,Rondale Moore,WR,1.573694,0.974739,0.974739,0.974739,WR,89.0,65.0,-24.0,76.5,Major overpay
2022,ATL,00-0030578,Cordarrelle Patterson,RB,RB,0,0,0,0,695,8,21,122,0,31,0.0,-0.25217030422188547,-18.13727469034199,-18.389444994563874,51.71055500543613,Cordarrelle Patterson,RB,2.5,6.25,1.25,0.0,RB,37.0,22.0,-15.0,53.5,Major overpay
2022,ATL,00-0032268,Marcus Mariota,QB,QB,2219,15,9,28,438,4,0,0,0,0,8.159635507238566,9.893773447169224,0.0,18.05340895440779,79.14340895440779,Marcus Mariota,QB,4.25,6.75,1.75,1.75,QB,19.0,27.0,8.0,13.0,Positive value
2022,ATL,00-0035208,Olamide Zaccheaus,WR,WR,0,0,0,0,7,0,40,533,3,61,0.0,-0.47123161365743726,23.677558913227276,23.20632729956984,69.20632729956985,Olamide Zaccheaus,WR,2.433,2.433,2.433,0.0,WR,51.0,53.0,2.0,50.5,Fair value
2022,ATL,00-0036829,Caleb Huntley,RB,RB,0,0,0,0,366,1,2,3,0,2,0.0,3.9809974686359055,-0.7645436585880816,3.216453810047824,25.166453810047823,Caleb Huntley,RB,0.5025,0.5025,0.705,0.0,RB,55.0,58.0,3.0,29.0,Positive value
2022,ATL,00-0036970,Kyle Pitts,TE,TE,0,0,0,0,0,0,28,356,2,59,0.0,0.0,3.3775945608854245,3.3775945608854245,34.177594560885424,Kyle Pitts,TE,7.479658,2.155932,0.825,2.155932,TE,31.0,8.0,-23.0,33.0,Major overpay
2022,ATL,00-0037238,Drake London,WR,WR,0,0,0,0,0,0,72,866,4,117,0.0,0.0,12.795354318053008,12.795354318053008,86.09535431805301,Drake London,WR,3.915358,13.546432,0.705,0.705,WR,41.0,43.0,2.0,50.5,Fair value
2022,ATL,00-0037263,Tyler Allgeier,RB,RB,0,0,0,0,1035,3,16,139,1,17,0.0,11.342579630698205,7.1253192272852175,18.46789885798342,93.16789885798342,Tyler Allgeier,RB,0.788472,1.038888,0.705,0.0,RB,13.0,50.0,37.0,2.0,Major bargain
2022,BAL,00-0032775,Demarcus Robinson,WR,WR,0,0,0,0,0,0,48,458,2,75,0.0,0.0,3.5986004587224407,3.5986004587224407,44.49860045872244,Demarcus Robinson,WR,0.895,1.035,1.035,0.0,WR,78.0,91.5,13.5,36.0,Strong bargain
2022,BAL,00-0033118,Kenyan Drake,RB,RB,0,0,0,0,482,4,17,89,1,26,0.0,-12.499559383956058,-5.923722070280285,-18.423281454236342,29.37671854576366,Kenyan Drake,RB,1.035,1.035,1.035,0.0,RB,51.0,42.0,-9.0,47.5,Negative value
2022,BAL,00-0034184,Gus Edwards,RB,RB,0,0,0,0,433,3,0,0,0,2,0.0,-0.02994282904546708,-1.012467852095142,-1.042410681140609,29.607589318859393,Gus Edwards,RB,4.5,3.25,3.25,3.25,RB,50.0,12.0,-38.0,61.5,Major overpay
2022,BAL,00-0034753,Mark Andrews,TE,TE,0,0,0,0,8,0,73,847,5,113,0.0,3.9225933456327766,25.188454185823723,29.1110475314565,105.1110475314565,Mark Andrews,TE,9.657611,19.25,3.5,3.5,TE,3.0,5.0,2.0,16.0,Fair value
2022,BAL,00-0034796,Lamar Jackson,QB,QB,2242,17,7,26,764,3,0,0,0,0,10.480335525684676,39.77210110162841,0.0,50.25243662731309,133.3724366273131,Lamar Jackson,QB,23.016,23.016,23.016,23.016,QB,9.0,7.0,-2.0,24.0,Fair value
2022,BAL,00-0036158,J.K. Dobbins,RB,RB,0,0,0,0,520,2,7,42,1,8,0.0,9.095251672691354,0.11823163681676263,9.213483309508117,48.06348330950812,J.K. Dobbins,RB,1.562574,1.130858,1.130858,0.0,RB,40.0,33.0,-7.0,46.0,Negative value
2022,BAL,00-0036331,Devin Duvernay,WR,WR,0,0,0,0,84,1,37,407,3,49,0.0,5.453733798582107,19.672693191823782,25.12642699040589,70.9264269904059,Devin Duvernay,WR,1.227966,1.006,1.006,0.0,WR,49.0,71.0,22.0,27.5,Major bargain
2022,BAL,00-0037838,Isaiah Likely,TE,TE,0,0,0,0,0,0,36,373,3,60,0.0,0.0,-5.3532324568654435,-5.3532324568654435,31.296767543134557,Isaiah Likely,TE,0.831084,1.209336,0.705,0.0,TE,32.0,31.5,-0.5,20.0,Fair value
2022,BUF,00-0031588,Stefon Diggs,WR,WR,0,0,0,0,-3,0,108,1429,11,154,0.0,-1.292416772339493,75.10441460938806,73.81199783704857,205.11199783704856,Stefon Diggs,WR,11.736111,24.58,2.575,2.575,WR,3.0,10.0,7.0,42.5,Positive value
2022,BUF,00-0033466,Isaiah McKenzie,WR,WR,0,0,0,0,55,1,42,423,4,65,0.0,1.9039958514478057,11.355487141730395,13.2594829931782,62.6594829931782,Isaiah McKenzie,WR,1.867647,2.717647,1.35,0.65,WR,58.0,63.0,5.0,44.0,Positive value
2022,BUF,00-0034857,Josh Allen,QB,QB,4283,35,14,33,762,7,0,0,0,0,101.72242584986512,40.40278244318233,0.0,142.12520829304745,277.8052082930475,Josh Allen,QB,16.372281,47.0,4.1,4.1,QB,2.0,13.0,11.0,9.5,Strong bargain
2022,BUF,00-0035250,Devin Singletary,RB,RB,0,0,0,0,819,5,38,280,1,52,0.0,-16.777221589029068,6.943242392261537,-9.833979196767531,72.61602080323247,Devin Singletary,RB,2.798956,2.54,2.54,0.0,RB,23.0,21.0,-2.0,39.5,Fair value
2022,BUF,00-0035689,Dawson Knox,TE,TE,0,0,0,0,0,0,48,517,6,65,0.0,0.0,20.464161983473176,20.464161983473176,76.31416198347318,Dawson Knox,TE,2.600545,7.995,0.965,0.965,TE,7.0,21.0,14.0,6.0,Strong bargain
2022,BUF,00-0036196,Gabe Davis,WR,WR,0,0,0,0,0,0,48,836,7,93,0.0,0.0,14.69005783379474,14.69005783379474,89.49005783379474,Gabriel Davis,WR,1.069843,0.895,0.895,0.0,WR,37.0,77.0,40.0,9.0,Major bargain
2022,BUF,00-0037248,James Cook,RB,RB,0,0,0,0,507,2,21,180,1,32,0.0,6.5008755439776,3.8727364157707544,10.373611959748354,58.973611959748354,James Cook,RB,1.060375,2.1265,0.705,0.705,RB,31.0,39.0,8.0,20.0,Positive value
2022,CAR,00-0033280,Christian McCaffrey,RB,RB,0,0,0,0,393,2,33,277,1,43,0.0,0.09924004077862847,-2.967208226710175,-2.8679681859315465,47.882031814068455,,,0.0,0.0,0.0,0.0,RB,41.0,62.0,21.0,8.0,Major bargain
2022,CAR,00-0033925,D'Onta Foreman,RB,RB,0,0,0,0,914,5,5,26,0,9,0.0,4.035043358247359,-10.932217505602033,-6.897174147354674,56.352825852645324,D'Onta Foreman,RB,2.0,2.0,1.035,0.0,RB,36.0,27.0,-9.0,47.5,Negative value
2022,CAR,00-0034827,DJ Moore,WR,WR,0,0,0,0,53,0,63,888,7,118,0.0,1.8353156147059053,17.1454779588789,18.980793573584805,102.78079357358482,D.J. Moore,WR,6.11,20.735,1.035,1.035,WR,29.0,27.0,-2.0,57.0,Fair value
2022,CAR,00-0034855,Baker Mayfield,QB,QB,1313,6,6,19,52,1,0,0,0,0,-40.678194447628215,-4.013252392279506,0.0,-44.69144683990772,-30.711446839907715,,,0.0,0.0,0.0,0.0,QB,39.0,40.0,1.0,20.5,Fair value
2022,CAR,00-0034869,Sam Darnold,QB,QB,1143,7,3,10,106,2,0,0,0,0,21.072685399863992,-4.00550188154991,0.0,17.06718351831408,45.297183518314085,Sam Darnold,QB,18.858,18.858,18.858,18.585,QB,25.0,10.0,-15.0,33.5,Major overpay
2022,CAR,00-0036555,Chuba Hubbard,RB,RB,0,0,0,0,466,2,14,171,0,17,0.0,1.7931845982690935,1.7687346039204956,3.561919202189589,44.911919202189594,Chuba Hubbard,RB,1.003293,0.825,0.825,0.0,RB,45.0,45.0,0.0,35.0,Fair value
2022,CAR,00-0036572,Shi Smith,WR,WR,0,0,0,0,0,0,22,296,2,41,0.0,0.0,-9.333155053369486,-9.333155053369486,16.966844946630516,Shi Smith,WR,0.868104,0.825,0.825,0.0,WR,96.0,95.0,-1.0,55.5,Fair value
2022,CAR,00-0036955,Terrace Marshall Jr.,WR,WR,0,0,0,0,0,0,28,490,1,47,0.0,0.0,21.400174034797754,21.400174034797754,55.90017403479776,Terrace Marshall Jr.,WR,1.302155,0.920431,0.920431,0.920431,WR,66.0,68.0,2.0,50.5,Fair value
2022,CHI,00-0034860,Dante Pettis,WR,WR,0,0,0,0,37,0,19,245,3,41,0.0,2.8303242595284246,-16.316224520156858,-13.485900260628434,14.364099739371566,Dante Pettis,WR,0.895,1.035,1.035,0.0,WR,99.0,91.5,-7.5,63.0,Negative value
2022,CHI,00-0035685,David Montgomery,RB,RB,0,0,0,0,801,5,34,316,1,40,0.0,-15.313396949485165,6.722303724278838,-8.591093225206327,73.75890677479367,David Montgomery,RB,3.051545,2.79,2.79,0.0,RB,20.0,17.0,-3.0,42.0,Negative value
2022,CHI,00-0036290,Cole Kmet,TE,TE,0,0,0,0,9,0,50,544,7,69,0.0,1.1386364521458745,11.231644300971723,12.370280753117598,73.5202807531176,Cole Kmet,TE,2.066669,1.29889,1.29889,0.0,TE,8.0,23.0,15.0,5.0,Strong bargain
2022,CHI,00-0036309,Darnell Mooney,WR,WR,0,0,0,0,2,0,40,493,2,61,0.0,-0.6093795886263251,14.498919421472998,13.889539832846673,54.63953983284668,Darnell Mooney,WR,0.965512,0.895,0.895,0.0,WR,68.0,86.0,18.0,31.5,Strong bargain
2022,CHI,00-0036906,Khalil Herbert,RB,RB,0,0,0,0,731,4,9,57,1,12,0.0,1.1719680123734584,-0.86384978224863,0.3081182301248284,56.95811823012483,Khalil Herbert,RB,0.754899,0.722223,0.825,0.0,RB,35.0,51.0,16.0,10.0,Strong bargain
2022,CHI,00-0036945,Justin Fields,QB,QB,2242,17,11,55,1143,8,0,0,0,0,-67.55924912026882,65.18292775351816,0.0,-2.376321366750659,99.44367863324935,Justin Fields,QB,4.28908,1.517816,0.825,1.517816,QB,14.0,26.0,12.0,8.0,Strong bargain
2022,CIN,00-0033009,Tyler Boyd,WR,WR,23,0,0,1,0,0,58,762,5,82,0.6072884440654889,0.0,28.99062020583348,29.59790864989897,97.17790864989897,Tyler Boyd,WR,10.1,8.7,8.25,0.0,WR,32.0,12.0,-20.0,72.0,Major overpay
2022,CIN,00-0033526,Samaje Perine,RB,RB,0,0,0,0,394,2,38,287,4,51,0.0,-3.9261898886725737,6.449811524648913,2.5236216359763395,64.07362163597634,Samaje Perine,RB,1.85,1.5,1.4,0.0,RB,28.0,29.0,1.0,32.5,Fair value
2022,CIN,00-0033897,Joe Mixon,RB,RB,0,0,0,0,814,7,60,441,2,75,0.0,-11.59523736968028,11.331125587833561,-0.2641117818467187,104.48588821815328,Joe Mixon,RB,11.420588,8.641176,8.0,0.0,RB,9.0,3.0,-6.0,45.0,Negative value
2022,CIN,00-0034830,Hayden Hurst,TE,TE,0,0,0,0,0,0,52,414,2,68,0.0,0.0,20.734153085926952,20.734153085926952,60.43415308592695,Hayden Hurst,TE,3.476466,3.601471,1.3,0.0,TE,15.0,16.0,1.0,18.5,Fair value
2022,CIN,00-0036410,Tee Higgins,WR,WR,0,0,0,0,0,0,74,1029,7,109,0.0,0.0,54.56832947387763,54.56832947387763,145.51832947387766,Tee Higgins,WR,2.369124,1.399708,1.399708,1.259737,WR,11.0,54.0,43.0,8.0,Major bargain
2022,CIN,00-0036442,Joe Burrow,QB,QB,4475,35,12,41,257,5,0,0,0,0,89.21103731591246,2.737210092251189,0.0,91.94824740816365,200.29824740816363,Joe Burrow,QB,9.870037,3.900012,0.895,3.900012,QB,4.0,18.0,14.0,5.5,Strong bargain
2022,CIN,00-0036900,Ja'Marr Chase,WR,WR,0,0,0,1,8,0,87,1046,9,134,-1.6040139043470845,-6.022194173652679,30.303484140081736,22.677276062081972,123.87727606208198,Ja'Marr Chase,WR,7.004464,2.060893,0.825,2.060893,WR,17.0,21.0,4.0,46.0,Positive value
2022,CLE,00-0031544,Amari Cooper,WR,WR,0,0,1,0,0,0,78,1160,9,132,-4.980502444552258,0.0,52.517987040827116,47.53748459627486,150.03748459627485,Amari Cooper,WR,4.896,20.0,1.12,1.12,WR,10.0,33.0,23.0,24.5,Major bargain
2022,CLE,00-0033119,Jacoby Brissett,QB,QB,2608,12,6,24,243,2,0,0,0,0,18.745632323502797,19.836409262672532,0.0,38.58204158617533,88.81204158617534,Jacoby Brissett,QB,4.65,4.9,1.5,1.5,QB,17.0,25.0,8.0,13.0,Positive value
2022,CLE,00-0033537,Deshaun Watson,QB,QB,1102,7,5,20,175,1,0,0,0,0,-23.890652044285634,6.220824425690807,0.0,-17.669827618594827,4.100172381405173,Deshaun Watson,QB,9.3955,45.3675,1.035,0.4025,QB,31.0,19.0,-12.0,31.0,Major overpay
2022,CLE,00-0033885,David Njoku,TE,TE,0,0,0,0,-8,0,58,628,4,80,0.0,-2.48257483902853,24.657573101232835,22.174998262204305,79.67499826220431,David Njoku,TE,3.328,12.5,1.035,1.035,TE,6.0,17.0,11.0,8.5,Strong bargain
2022,CLE,00-0033923,Kareem Hunt,RB,RB,0,0,0,0,468,3,35,210,1,44,0.0,-11.557620754056018,-2.4749615233686106,-14.032582277424629,40.617417722575375,Kareem Hunt,RB,6.25,6.25,1.35,1.0,RB,47.0,7.0,-40.0,63.0,Major overpay
2022,CLE,00-0034791,Nick Chubb,RB,RB,0,0,0,0,1525,12,27,239,1,37,0.0,14.278027110340307,7.96462639622041,22.242653506560718,156.1926535065607,Nick Chubb,RB,5.213059,4.213059,1.213059,1.213059,RB,2.0,11.0,9.0,18.0,Positive value
2022,CLE,00-0036232,Harrison Bryant,TE,TE,0,0,0,0,8,0,31,239,1,42,0.0,0.9134245255263522,2.8788764024459397,3.792300927972292,26.892300927972293,Harrison Bryant,TE,1.087258,0.895,0.895,0.0,TE,33.0,25.0,-8.0,27.5,Negative value
2022,CLE,00-0036233,Donovan Peoples-Jones,WR,WR,0,0,0,0,2,0,61,839,3,96,0.0,-0.3847800234798342,18.412429526132733,18.0276495026529,84.3276495026529,Donovan Peoples-Jones,WR,0.941652,0.895,0.895,0.0,WR,42.0,88.0,46.0,5.5,Major bargain
2022,DAL,00-0033045,Ezekiel Elliott,RB,RB,0,0,0,0,876,12,17,92,0,23,0.0,-11.69969886045182,-3.6794642015593126,-15.379163062011132,73.27083693798886,Ezekiel Elliott,RB,18.22,12.4,12.4,12.4,RB,21.0,1.0,-20.0,56.0,Major overpay
2022,DAL,00-0033077,Dak Prescott,QB,QB,2860,23,15,20,182,1,0,0,0,0,42.084686123317965,5.523948678805027,0.0,47.60863480212299,99.30863480212298,Dak Prescott,QB,19.73,20.0,1.6,1.6,QB,15.0,8.0,-7.0,29.0,Negative value
2022,DAL,00-0033591,Noah Brown,WR,WR,0,0,0,0,0,0,43,555,3,74,0.0,0.0,-3.5267449333169063,-3.5267449333169063,43.973255066683095,Noah Brown,WR,1.0475,1.1875,1.035,0.15,WR,79.0,80.0,1.0,53.5,Fair value
2022,DAL,00-0033662,Cooper Rush,QB,QB,1051,5,3,7,6,0,0,0,0,0,-9.40141764110182,-3.2891339077396897,0.0,-12.69055154884151,0.3694484511584897,Cooper Rush,QB,0.845278,0.9775,1.035,0.0,QB,33.0,38.0,5.0,16.0,Positive value
2022,DAL,00-0034383,Dalton Schultz,TE,TE,0,0,0,0,0,0,57,577,5,89,0.0,0.0,-0.3395475966057493,-0.3395475966057493,57.760452403394254,Dalton Schultz,TE,10.931,10.931,10.931,10.931,TE,17.0,3.5,-13.5,30.0,Major overpay
2022,DAL,00-0034764,Michael Gallup,WR,WR,0,0,0,0,0,0,39,424,4,74,0.0,0.0,-0.4773392622954349,-0.4773392622954349,42.47266073770457,Michael Gallup,WR,4.823529,12.823529,2.0,2.0,WR,82.0,34.0,-48.0,95.0,Major overpay
2022,DAL,00-0035261,Tony Pollard,RB,RB,0,0,0,0,1007,9,39,371,3,55,0.0,4.520954054623515,6.240905504866462,10.761859559489977,125.41185955948997,Tony Pollard,RB,1.132582,0.965,0.965,0.0,RB,6.0,38.0,32.0,3.0,Major bargain
2022,DAL,00-0036358,CeeDee Lamb,WR,WR,0,0,0,0,47,0,107,1359,9,156,-0.947,0.05972498160554096,61.797073013132525,60.909797994738064,184.95979799473807,CeeDee Lamb,WR,3.820913,1.883638,1.883638,1.883638,WR,6.0,44.0,38.0,11.5,Major bargain
2022,DEN,00-0029263,Russell Wilson,QB,QB,3524,16,11,55,277,3,1,1,0,1,-56.944009727900315,15.226056107818474,-0.38463787781074643,-42.10259149789259,12.537408502107414,Russell Wilson,QB,17.0,57.0,2.0,7.0,QB,29.0,12.0,-17.0,35.0,Major overpay
