season,player_id,position_final,player_name,team,passing_yards,passing_tds,passing_interceptions,sacks_suffered,rushing_yards,rushing_tds,receptions,receiving_yards,receiving_tds,targets,passing_epa,rushing_epa,receiving_epa,total_epa,production_score,cap_number,cash_paid,has_contract_match,has_missing_contract,meets_sample_threshold,sample_confidence,contract_confidence,overall_confidence,draft_year,draft_round,draft_pick,years_since_drafted,draft_capital_bucket,estimated_contract_stage,is_likely_rookie_contract,production_rank_position,cost_rank_position,player_surplus_gap,player_surplus_rank,candidate_season,next_team,next_production_score,next_total_epa,next_cap_number,next_player_surplus_gap,next_production_rank_position,next_cost_rank_position,group,appeared_next_year,remained_positive_surplus,remained_strong_surplus,improved_production,hit
2021,00-0036906,RB,Khalil Herbert,CHI,0,0,0,0,433,2,14,96,0,16,0.0,-2.985199351911433,-0.7655202172282789,-3.750719569139712,32.19928043086029,0.692676,0.790704,True,False,True,normal_sample,contract_matched,high,2021.0,6.0,217.0,0.0,rounds_6_7,rookie_contract,True,58.0,62.0,4.0,34.0,2021,CHI,56.95811823012483,0.3081182301248284,0.754899,16.0,35.0,51.0,not_flagged_baseline,True,True,True,True,True
2021,00-0036913,WR,Kadarius Toney,NYG,19,0,0,1,6,0,39,420,0,57,-0.828378256643191,-3.3227411037660204,14.437597982451354,10.286478622042145,41.27647862204214,2.494456,7.997824,True,False,True,normal_sample,contract_matched,high,2021.0,1.0,20.0,0.0,round_1,rookie_contract,True,83.0,50.0,-33.0,84.0,2021,,,,,,,,not_flagged_baseline,False,False,False,False,False
2021,00-0036936,WR,Rondale Moore,ARI,0,0,0,0,76,0,54,435,1,64,0.0,-0.1600738250126596,1.4988294399605675,1.338755614947908,43.38875561494791,1.258955,3.05582,True,False,True,normal_sample,contract_matched,high,2021.0,2.0,49.0,0.0,round_2,rookie_contract,True,80.0,67.0,-13.0,68.0,2021,ARI,37.52008110870104,3.8200811087010376,1.573694,-23.0,88.0,65.0,not_flagged_baseline,True,False,False,False,False
2021,00-0036945,QB,Justin Fields,CHI,1870,7,10,36,420,2,0,0,0,0,-64.92877211484534,6.727855220108761,0.0,-58.20091689473658,-27.500916894736577,3.431264,11.745056,True,False,True,normal_sample,contract_matched,high,2021.0,1.0,11.0,0.0,round_1,rookie_contract,True,34.0,28.0,-6.0,22.0,2021,CHI,99.44367863324936,-2.376321366750659,4.28908,12.0,14.0,26.0,not_flagged_baseline,True,True,True,True,True
2021,00-0036970,TE,Kyle Pitts,ATL,0,0,0,0,0,0,68,1026,1,110,0.0,0.0,26.331114934679142,26.331114934679142,97.63111493467916,5.983726,21.954904,True,False,True,normal_sample,contract_matched,high,2021.0,1.0,4.0,0.0,round_1,rookie_contract,True,9.0,8.0,-1.0,17.0,2021,ATL,34.177594560885424,3.3775945608854245,7.479658,-22.0,30.0,8.0,not_flagged_baseline,True,False,False,False,False
2021,00-0036971,QB,Trevor Lawrence,JAX,3641,12,17,32,334,2,0,0,0,0,-60.74785959799543,11.314141616867088,0.0,-49.43371798112834,-8.323717981128336,6.689725,24.7789,True,False,True,normal_sample,contract_matched,high,2021.0,1.0,1.0,0.0,round_1,rookie_contract,True,31.0,21.0,-10.0,29.0,2021,JAX,176.5541878680687,78.62418786806869,8.362156,16.0,5.0,21.0,not_flagged_baseline,True,True,True,True,True
2021,00-0036980,WR,Elijah Moore,NYJ,0,0,0,0,54,1,43,538,5,77,0.0,5.487859735818347,-1.2907747868831336,4.197084948935213,62.547084948935215,1.625531,4.522124,True,False,True,normal_sample,contract_matched,high,2021.0,2.0,34.0,0.0,round_2,rookie_contract,True,59.0,60.0,1.0,51.0,2021,NYJ,35.19248624491873,0.3924862449187314,2.031914,-30.0,89.0,59.0,not_flagged_baseline,True,False,False,False,False
2021,00-0037013,QB,Zach Wilson,NYJ,2334,9,11,44,185,4,0,0,0,1,-95.573186357066,7.612972202916222,-0.7408587794052437,-88.70107293355501,-59.11107293355501,6.391033,23.584132,True,False,True,normal_sample,contract_matched,high,2021.0,1.0,2.0,0.0,round_1,rookie_contract,True,36.0,22.0,-14.0,32.0,2021,NYJ,-14.550088698989663,-35.13008869898967,7.988791,-15.0,38.0,23.0,not_flagged_baseline,True,False,False,True,True
2022,00-0034750,RB,Rashaad Penny,SEA,0,0,0,0,346,2,4,16,0,5,0.0,13.144489079655614,1.0691364296362735,14.213625509291887,39.31362550929188,5.63,5.27,True,False,True,normal_sample,contract_matched,high,2018.0,1.0,27.0,4.0,round_1,possible_fifth_year_option,True,47.0,10.0,-37.0,57.0,2022,,,,,,,,not_flagged_baseline,False,False,False,False,False
2022,00-0034796,QB,Lamar Jackson,BAL,2242,17,7,26,764,3,0,0,0,0,10.480335525684676,39.77210110162841,0.0,50.25243662731309,133.3724366273131,23.016,23.016,True,False,True,normal_sample,contract_matched,high,2018.0,1.0,32.0,4.0,round_1,possible_fifth_year_option,True,9.0,7.0,-2.0,22.0,2022,BAL,186.8112767115556,69.2312767115556,22.15,0.0,5.0,5.0,not_flagged_baseline,True,False,False,True,True
