group_model,position_final,players_model,appeared_next_year_model,hits_model,avg_surplus_gap_model,avg_next_surplus_gap_model,avg_production_score_model,avg_next_production_score_model,appearance_rate_model,hit_rate_model,group_baseline,players_baseline,appeared_next_year_baseline,hits_baseline,avg_surplus_gap_baseline,avg_next_surplus_gap_baseline,avg_production_score_baseline,avg_next_production_score_baseline,appearance_rate_baseline,hit_rate_baseline,hit_rate_lift,appearance_rate_lift,next_surplus_gap_lift
model_candidates,QB,29,27,18,15.620689655172415,6.518518518518518,159.87286393273828,133.13162454481812,0.9310344827586207,0.6206896551724138,not_flagged_baseline,40,30,20,-4.725,-0.4666666666666667,24.503878602695433,89.26390518829136,0.75,0.5,0.12068965517241381,0.18103448275862066,6.985185185185185
model_candidates,RB,64,53,32,19.109375,4.547169811320755,89.15223937333138,78.10134954971063,0.828125,0.5,not_flagged_baseline,60,38,28,-10.716666666666667,-4.342105263157895,47.537407098556045,74.75161371106468,0.6333333333333333,0.4666666666666667,0.033333333333333326,0.1947916666666667,8.88927507447865
model_candidates,TE,33,29,19,15.272727272727273,4.275862068965517,87.76907485735235,77.77331581424124,0.8787878787878788,0.5757575757575758,not_flagged_baseline,31,20,17,-4.483870967741935,2.75,44.675625198922184,70.516599164804,0.6451612903225806,0.5483870967741935,0.027370478983382296,0.23362658846529816,1.525862068965517
model_candidates,WR,126,106,77,31.246031746031747,11.971698113207546,114.0608849886468,107.45399279099475,0.8412698412698413,0.6111111111111112,not_flagged_baseline,77,47,34,-17.753246753246753,-3.0,51.66767276797656,90.8863014777186,0.6103896103896104,0.44155844155844154,0.16955266955266962,0.2308802308802309,14.971698113207546
