match_tier,matched_candidates,avg_matched_controls,avg_match_distance,median_match_distance,primary_v5_candidate_rate,primary_v5_matched_control_rate,primary_v5_lift,primary_v5_lift_pp
tier_1_same_season_position_draft_bucket_contract_stage,228,3.3947368421052633,0.8041242640085614,0.7702443292937351,0.5482456140350878,0.3546052631578947,0.19364035087719306,19.364035087719305
tier_2_same_season_position_draft_bucket,1,5.0,1.1550840078241462,1.1550840078241462,1.0,0.6,0.4,40.0
tier_3_same_season_position_contract_stage,23,4.913043478260869,0.6124448319766767,0.4806680471849957,0.6956521739130435,0.40869565217391307,0.2869565217391304,28.69565217391304
