outcome,matched_candidates,candidate_rate,matched_control_rate,lift,lift_pp,lift_se,lift_ci_low_pp,lift_ci_high_pp,relative_lift_pct
appeared_next_year,252,0.8531746031746031,0.6332671957671957,0.2199074074074074,21.99074074074074,0.02622648222769003,16.850350224113498,27.131131257367986,34.725848563968675
primary_v5_hit,252,0.5634920634920635,0.36051587301587307,0.20297619047619048,20.297619047619047,0.03408587922986324,13.616786718565855,26.97845137667224,56.30159603742432
secondary_v5_hit,252,0.5634920634920635,0.29841269841269846,0.2650793650793651,26.50793650793651,0.035544859762093185,19.541143994566244,33.47472902130677,88.82978723404253
retained_positive_surplus,252,0.5634920634920635,0.29841269841269846,0.2650793650793651,26.50793650793651,0.035544859762093185,19.541143994566244,33.47472902130677,88.82978723404253
improved_production_score,252,0.3333333333333333,0.41554232804232805,-0.08220899470899472,-8.220899470899472,0.03450097749208614,-14.983091059348356,-1.4587078824505884,-19.783542893522206
improved_production_percentile,252,0.3253968253968254,0.4266534391534392,-0.10125661375661375,-10.125661375661375,0.034493957683237125,-16.88647708157585,-3.364845669746899,-23.732754611688108
next_year_top_half_position,252,0.5634920634920635,0.36051587301587307,0.20297619047619048,20.297619047619047,0.03408587922986324,13.616786718565855,26.97845137667224,56.30159603742432
next_year_meaningful_regular_role,252,0.8253968253968254,0.628505291005291,0.19689153439153442,19.689153439153444,0.028015349887520864,14.198144861199353,25.180162017107534,31.326949384404934
