candidate_row_id,control_row_id,match_rank,match_tier,match_distance,k_requested,controls_reused,candidate_season,control_season,candidate_player_id,control_player_id,candidate_player_name,control_player_name,candidate_team,control_team,candidate_position_final,control_position_final,candidate_draft_year,control_draft_year,candidate_draft_round,control_draft_round,candidate_draft_pick,control_draft_pick,candidate_draft_capital_bucket,control_draft_capital_bucket,candidate_years_since_drafted,control_years_since_drafted,candidate_estimated_contract_stage,control_estimated_contract_stage,candidate_production_score,control_production_score,candidate_production_percentile_position,control_production_percentile_position,candidate_cap_number,control_cap_number,candidate_cash_paid,control_cash_paid,candidate_production_rank_position,control_production_rank_position,candidate_cost_rank_position,control_cost_rank_position,candidate_player_surplus_gap,control_player_surplus_gap,candidate_surplus_percentile_position,control_surplus_percentile_position,candidate_player_surplus_rank,control_player_surplus_rank,candidate_reg_snap_games,control_reg_snap_games,candidate_reg_offense_snaps,control_reg_offense_snaps,candidate_reg_avg_offense_snap_pct,control_reg_avg_offense_snap_pct,candidate_reg_games_off_snap_50_plus,control_reg_games_off_snap_50_plus,candidate_reg_games_off_snap_70_plus,control_reg_games_off_snap_70_plus,candidate_playoff_snap_games,control_playoff_snap_games,candidate_playoff_offense_snaps,control_playoff_offense_snaps,candidate_playoff_avg_offense_snap_pct,control_playoff_avg_offense_snap_pct,candidate_match_production_pct,control_match_production_pct,candidate_match_reg_avg_offense_snap_pct,control_match_reg_avg_offense_snap_pct,candidate_match_reg_snap_games,control_match_reg_snap_games,candidate_match_reg_offense_snaps_pctile,control_match_reg_offense_snaps_pctile,candidate_match_years_since_drafted,control_match_years_since_drafted,candidate_appeared_next_year,control_appeared_next_year,diff_appeared_next_year,candidate_primary_v5_hit,control_primary_v5_hit,diff_primary_v5_hit,candidate_secondary_v5_hit,control_secondary_v5_hit,diff_secondary_v5_hit,candidate_retained_positive_surplus,control_retained_positive_surplus,diff_retained_positive_surplus,candidate_improved_production_score,control_improved_production_score,diff_improved_production_score,candidate_improved_production_percentile,control_improved_production_percentile,diff_improved_production_percentile,candidate_next_year_top_half_position,control_next_year_top_half_position,diff_next_year_top_half_position,candidate_next_year_meaningful_regular_role,control_next_year_meaningful_regular_role,diff_next_year_meaningful_regular_role
189,126,1,tier_1_same_season_position_draft_bucket_contract_stage,0.3877878020875045,5,True,2021,2021,00-0036247,00-0034411,Freddie Swain,Russell Gage,SEA,ATL,WR,WR,2020.0,2018.0,6.0,6.0,214.0,194.0,rounds_6_7,rounds_6_7,1.0,3.0,rookie_contract,rookie_contract,50.45634098604066,76.49708630586397,0.3431372549019608,0.5196078431372549,0.812353,2.222048,0.78,2.183,68.0,50.0,98.0,53.0,30.0,3.0,0.7843137254901961,0.5196078431372549,23.0,50.0,17,14,592.0,612.0,0.6005882352941176,0.7392857142857142,11,14,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.3431372549019608,0.5196078431372549,0.6005882352941176,0.7392857142857142,1.0,0.8235294117647058,0.3431372549019608,0.39705882352941174,0.1,0.3,0,1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,-1
189,125,2,tier_1_same_season_position_draft_bucket_contract_stage,0.5336360859670675,5,True,2021,2021,00-0036247,00-0034407,Freddie Swain,Ray-Ray McCloud,SEA,PIT,WR,WR,2020.0,2018.0,6.0,6.0,214.0,187.0,rounds_6_7,rounds_6_7,1.0,3.0,rookie_contract,rookie_contract,50.45634098604066,10.11068172039335,0.3431372549019608,0.0098039215686274,0.812353,1.0,0.78,1.0,68.0,102.0,98.0,75.0,30.0,-27.0,0.7843137254901961,0.2058823529411764,23.0,82.0,17,16,592.0,538.0,0.6005882352941176,0.4675,11,10,5,2,0.0,1.0,0.0,14.0,0.0,0.21,0.3431372549019608,0.0098039215686274,0.6005882352941176,0.4675,1.0,0.9411764705882353,0.3431372549019608,0.25980392156862747,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,121,1,tier_1_same_season_position_draft_bucket_contract_stage,0.5076012464276027,5,True,2021,2021,00-0036252,00-0034348,Michael Pittman,Courtland Sutton,IND,DEN,WR,WR,2020.0,2018.0,2.0,2.0,34.0,40.0,round_2,round_2,1.0,3.0,rookie_contract,rookie_contract,145.97373501395052,80.66875237055254,0.8725490196078431,0.5392156862745098,1.957464,4.146987,1.001493,8.183,14.0,48.0,58.0,32.0,44.0,-16.0,0.8725490196078431,0.2990196078431372,14.0,72.0,17,17,979.0,920.0,0.8752941176470588,0.8511764705882353,17,17,16,17,0.0,0.0,0.0,0.0,0.0,0.0,0.8725490196078431,0.5392156862745098,0.8752941176470588,0.8511764705882353,1.0,1.0,0.9313725490196079,0.8627450980392157,0.1,0.3,1,1,0,1,1,0,1,0,1,1,0,1,0,1,-1,0,1,-1,1,1,0,1,1,0
191,194,2,tier_1_same_season_position_draft_bucket_contract_stage,0.8645474867848484,5,True,2021,2021,00-0036252,00-0036268,Michael Pittman,Laviska Shenault Jr.,IND,JAX,WR,WR,2020.0,2020.0,2.0,2.0,34.0,42.0,round_2,round_2,1.0,1.0,rookie_contract,rookie_contract,145.97373501395052,51.024624460737854,0.8725490196078431,0.3627450980392157,1.957464,1.749106,1.001493,0.959821,14.0,66.0,58.0,59.0,44.0,-7.0,0.8725490196078431,0.4166666666666667,14.0,60.0,17,16,979.0,697.0,0.8752941176470588,0.6825,17,15,16,9,0.0,0.0,0.0,0.0,0.0,0.0,0.8725490196078431,0.3627450980392157,0.8752941176470588,0.6825,1.0,0.9411764705882353,0.9313725490196079,0.5098039215686274,0.1,0.1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1
191,238,3,tier_1_same_season_position_draft_bucket_contract_stage,1.0951824737103795,5,True,2021,2021,00-0036252,00-0036980,Michael Pittman,Elijah Moore,IND,NYJ,WR,WR,2020.0,2021.0,2.0,2.0,34.0,34.0,round_2,round_2,1.0,0.0,rookie_contract,rookie_contract,145.97373501395052,62.547084948935215,0.8725490196078431,0.4313725490196078,1.957464,1.625531,1.001493,4.522124,14.0,59.0,58.0,60.0,44.0,1.0,0.8725490196078431,0.5098039215686274,14.0,51.0,17,11,979.0,476.0,0.8752941176470588,0.6509090909090909,17,8,16,5,0.0,0.0,0.0,0.0,0.0,0.0,0.8725490196078431,0.4313725490196078,0.8752941176470588,0.6509090909090909,1.0,0.6470588235294118,0.9313725490196079,0.14705882352941177,0.1,0.0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0
191,232,4,tier_1_same_season_position_draft_bucket_contract_stage,1.34506694050212,5,True,2021,2021,00-0036252,00-0036936,Michael Pittman,Rondale Moore,IND,ARI,WR,WR,2020.0,2021.0,2.0,2.0,34.0,49.0,round_2,round_2,1.0,0.0,rookie_contract,rookie_contract,145.97373501395052,43.38875561494791,0.8725490196078431,0.2254901960784313,1.957464,1.258955,1.001493,3.05582,14.0,80.0,58.0,67.0,44.0,-13.0,0.8725490196078431,0.3382352941176471,14.0,68.0,17,14,979.0,432.0,0.8752941176470588,0.4535714285714286,17,4,16,1,0.0,1.0,0.0,21.0,0.0,0.38,0.8725490196078431,0.2254901960784313,0.8752941176470588,0.4535714285714286,1.0,0.8235294117647058,0.9313725490196079,0.08823529411764706,0.1,0.0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0
191,132,5,tier_1_same_season_position_draft_bucket_contract_stage,1.500784662127157,5,True,2021,2021,00-0036252,00-0034676,Michael Pittman,James Washington,IND,PIT,WR,WR,2020.0,2018.0,2.0,2.0,34.0,60.0,round_2,round_2,1.0,3.0,rookie_contract,rookie_contract,145.97373501395052,20.28755031682676,0.8725490196078431,0.0392156862745098,1.957464,1.432247,1.001493,1.093821,14.0,99.0,58.0,64.0,44.0,-35.0,0.8725490196078431,0.1666666666666666,14.0,86.0,17,15,979.0,480.0,0.8752941176470588,0.456,17,5,16,3,0.0,1.0,0.0,23.0,0.0,0.34,0.8725490196078431,0.0392156862745098,0.8752941176470588,0.456,1.0,0.8823529411764706,0.9313725490196079,0.1568627450980392,0.1,0.3,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1
192,217,1,tier_1_same_season_position_draft_bucket_contract_stage,0.7943990230900274,5,True,2021,2021,00-0036261,00-0036550,Brandon Aiyuk,Rashod Bateman,SF,BAL,WR,WR,2020.0,2021.0,1.0,1.0,25.0,27.0,round_1,round_1,1.0,0.0,rookie_contract,rookie_contract,110.64205200366038,55.134151672314445,0.7549019607843137,0.3725490196078431,2.848034,2.290802,1.179607,7.183208,26.0,65.0,47.0,51.0,21.0,-14.0,0.7107843137254902,0.3235294117647059,30.0,70.0,17,12,906.0,604.0,0.83,0.6808333333333333,16,10,14,5,3.0,0.0,154.0,0.0,0.91,0.0,0.7549019607843137,0.3725490196078431,0.83,0.6808333333333333,1.0,0.7058823529411765,0.8333333333333334,0.36764705882352944,0.1,0.0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
192,208,2,tier_1_same_season_position_draft_bucket_contract_stage,1.072657986363474,5,True,2021,2021,00-0036261,00-0036387,Brandon Aiyuk,Jalen Reagor,SF,PHI,WR,WR,2020.0,2020.0,1.0,1.0,25.0,21.0,round_1,round_1,1.0,1.0,rookie_contract,rookie_contract,110.64205200366038,18.488219889054143,0.7549019607843137,0.0294117647058823,2.848034,3.016063,1.179607,1.213213,26.0,100.0,47.0,45.0,21.0,-55.0,0.7107843137254902,0.1127450980392156,30.0,91.0,17,17,906.0,750.0,0.83,0.6676470588235294,16,16,14,10,3.0,1.0,154.0,53.0,0.91,0.8,0.7549019607843137,0.0294117647058823,0.83,0.6676470588235294,1.0,1.0,0.8333333333333334,0.5784313725490197,0.1,0.1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
192,210,3,tier_1_same_season_position_draft_bucket_contract_stage,1.0963195295885795,5,True,2021,2021,00-0036261,00-0036407,Brandon Aiyuk,Jerry Jeudy,SF,DEN,WR,WR,2020.0,2020.0,1.0,1.0,25.0,15.0,round_1,round_1,1.0,1.0,rookie_contract,rookie_contract,110.64205200366038,47.542869701869435,0.7549019607843137,0.2941176470588235,2.848034,3.452945,1.179607,1.300589,26.0,73.0,47.0,39.0,21.0,-34.0,0.7107843137254902,0.1764705882352941,30.0,85.0,17,10,906.0,412.0,0.83,0.6559999999999999,16,9,14,4,3.0,0.0,154.0,0.0,0.91,0.0,0.7549019607843137,0.2941176470588235,0.83,0.6559999999999999,1.0,0.5882352941176471,0.8333333333333334,0.0784313725490196,0.1,0.1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
192,229,4,tier_1_same_season_position_draft_bucket_contract_stage,1.2706056766610343,5,True,2021,2021,00-0036261,00-0036913,Brandon Aiyuk,Kadarius Toney,SF,NYG,WR,WR,2020.0,2021.0,1.0,1.0,25.0,20.0,round_1,round_1,1.0,0.0,rookie_contract,rookie_contract,110.64205200366038,41.27647862204214,0.7549019607843137,0.196078431372549,2.848034,2.494456,1.179607,7.997824,26.0,83.0,47.0,50.0,21.0,-33.0,0.7107843137254902,0.1862745098039215,30.0,84.0,17,10,906.0,301.0,0.83,0.465,16,7,14,1,3.0,0.0,154.0,0.0,0.91,0.0,0.7549019607843137,0.196078431372549,0.83,0.465,1.0,0.5882352941176471,0.8333333333333334,0.029411764705882353,0.1,0.0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
192,145,5,tier_1_same_season_position_draft_bucket_contract_stage,1.381001765598411,5,True,2021,2021,00-0036261,00-0034837,Brandon Aiyuk,Calvin Ridley,SF,ATL,WR,WR,2020.0,2018.0,1.0,1.0,25.0,26.0,round_1,round_1,1.0,3.0,rookie_contract,rookie_contract,110.64205200366038,35.701234673704036,0.7549019607843137,0.1568627450980392,2.848034,3.468415,1.179607,1.966464,26.0,87.0,47.0,38.0,21.0,-49.0,0.7107843137254902,0.1274509803921568,30.0,90.0,17,5,906.0,299.0,0.83,0.8640000000000001,16,5,14,5,3.0,0.0,154.0,0.0,0.91,0.0,0.7549019607843137,0.1568627450980392,0.83,0.8640000000000001,1.0,0.29411764705882354,0.8333333333333334,0.0196078431372549,0.1,0.3,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
193,196,1,tier_1_same_season_position_draft_bucket_contract_stage,0.7156754934525164,5,True,2021,2021,00-0036265,00-0036275,AJ Dillon,D'Andre Swift,GB,DET,RB,RB,2020.0,2020.0,2.0,2.0,62.0,35.0,round_2,round_2,1.0,1.0,rookie_contract,rookie_contract,108.49296670556652,54.34675418630907,0.8676470588235294,0.4411764705882353,1.201325,1.940663,0.850265,0.998133,10.0,39.0,37.0,27.0,27.0,-12.0,0.9117647058823528,0.2941176470588235,6.0,48.0,17,13,476.0,560.0,0.4223529411764706,0.6576923076923078,5,12,1,7,1.0,0.0,15.0,0.0,0.27,0.0,0.8676470588235294,0.4411764705882353,0.4223529411764706,0.6576923076923078,1.0,0.7647058823529411,0.5955882352941176,0.75,0.1,0.1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,-1,0,1,-1,1,1,0,1,1,0
193,161,2,tier_1_same_season_position_draft_bucket_contract_stage,0.7488356013074347,5,True,2021,2021,00-0036265,00-0035243,AJ Dillon,Miles Sanders,GB,PHI,RB,RB,2020.0,2019.0,2.0,2.0,62.0,53.0,round_2,round_2,1.0,2.0,rookie_contract,rookie_contract,108.49296670556652,46.793562883115406,0.8676470588235294,0.3970588235294117,1.201325,1.461881,0.850265,0.982294,10.0,42.0,37.0,35.0,27.0,-7.0,0.9117647058823528,0.3970588235294117,6.0,42.0,17,12,476.0,426.0,0.4223529411764706,0.5399999999999999,5,7,1,2,1.0,1.0,15.0,22.0,0.27,0.33,0.8676470588235294,0.3970588235294117,0.4223529411764706,0.5399999999999999,1.0,0.7058823529411765,0.5955882352941176,0.5147058823529411,0.1,0.2,1,1,0,1,1,0,1,1,0,1,1,0,0,1,-1,0,1,-1,1,1,0,1,1,0
193,142,3,tier_1_same_season_position_draft_bucket_contract_stage,1.0957737094101763,5,True,2021,2021,00-0036265,00-0034816,AJ Dillon,Ronald Jones,GB,TB,RB,RB,2020.0,2018.0,2.0,2.0,62.0,38.0,round_2,round_2,1.0,3.0,rookie_contract,rookie_contract,108.49296670556652,35.52497050800012,0.8676470588235294,0.2205882352941176,1.201325,2.250158,0.850265,1.444353,10.0,54.0,37.0,23.0,27.0,-31.0,0.9117647058823528,0.0735294117647058,6.0,64.0,17,16,476.0,219.0,0.4223529411764706,0.194375,5,1,1,0,1.0,0.0,15.0,0.0,0.27,0.0,0.8676470588235294,0.2205882352941176,0.4223529411764706,0.194375,1.0,0.9411764705882353,0.5955882352941176,0.08088235294117647,0.1,0.3,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1
195,126,1,tier_1_same_season_position_draft_bucket_contract_stage,0.3294199230021446,5,True,2021,2021,00-0036271,00-0034411,Quez Watkins,Russell Gage,PHI,ATL,WR,WR,2020.0,2018.0,6.0,6.0,200.0,194.0,rounds_6_7,rounds_6_7,1.0,3.0,rookie_contract,rookie_contract,76.90073919150083,76.49708630586397,0.5294117647058824,0.5196078431372549,0.822415,2.222048,0.78,2.183,49.0,50.0,97.0,53.0,48.0,3.0,0.9362745098039216,0.5196078431372549,7.0,50.0,17,14,771.0,612.0,0.6923529411764706,0.7392857142857142,14,14,10,9,1.0,0.0,58.0,0.0,0.88,0.0,0.5294117647058824,0.5196078431372549,0.6923529411764706,0.7392857142857142,1.0,0.8235294117647058,0.6078431372549019,0.39705882352941174,0.1,0.3,1,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,0
195,125,2,tier_1_same_season_position_draft_bucket_contract_stage,0.870502545092265,5,True,2021,2021,00-0036271,00-0034407,Quez Watkins,Ray-Ray McCloud,PHI,PIT,WR,WR,2020.0,2018.0,6.0,6.0,200.0,187.0,rounds_6_7,rounds_6_7,1.0,3.0,rookie_contract,rookie_contract,76.90073919150083,10.11068172039335,0.5294117647058824,0.0098039215686274,0.822415,1.0,0.78,1.0,49.0,102.0,97.0,75.0,48.0,-27.0,0.9362745098039216,0.2058823529411764,7.0,82.0,17,16,771.0,538.0,0.6923529411764706,0.4675,14,10,10,2,1.0,1.0,58.0,14.0,0.88,0.21,0.5294117647058824,0.0098039215686274,0.6923529411764706,0.4675,1.0,0.9411764705882353,0.6078431372549019,0.25980392156862747,0.1,0.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
198,215,1,tier_1_same_season_position_draft_bucket_contract_stage,0.9438417378283804,5,True,2021,2021,00-0036309,00-0036427,Darnell Mooney,Tyler Johnson,CHI,TB,WR,WR,2020.0,2020.0,5.0,5.0,173.0,161.0,rounds_4_5,rounds_4_5,1.0,1.0,rookie_contract,rookie_contract,91.1072624444184,33.54026686744244,0.5980392156862745,0.1372549019607843,0.850512,0.858605,0.78,0.78,42.0,89.0,88.0,84.0,46.0,-5.0,0.9019607843137256,0.4362745098039216,10.0,58.0,17,17,986.0,612.0,0.8788235294117647,0.5217647058823529,17,11,17,4,0.0,2.0,0.0,96.0,0.0,0.665,0.5980392156862745,0.1372549019607843,0.8788235294117647,0.5217647058823529,1.0,1.0,0.9509803921568627,0.39705882352941174,0.1,0.1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
198,118,2,tier_1_same_season_position_draft_bucket_contract_stage,1.0823156430061114,5,True,2021,2021,00-0036309,00-0034272,Darnell Mooney,Marquez Valdes-Scantling,CHI,GB,WR,WR,2020.0,2018.0,5.0,5.0,173.0,174.0,rounds_4_5,rounds_4_5,1.0,3.0,rookie_contract,rookie_contract,91.1072624444184,46.810256269082615,0.5980392156862745,0.2647058823529412,0.850512,2.237389,0.78,2.183,42.0,76.0,88.0,52.0,46.0,-24.0,0.9019607843137256,0.230392156862745,10.0,79.0,17,11,986.0,455.0,0.8788235294117647,0.62,17,10,17,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5980392156862745,0.2647058823529412,0.8788235294117647,0.62,1.0,0.6470588235294118,0.9509803921568627,0.10784313725490197,0.1,0.3,1,1,0,0,0,0,1,0,1,1,0,1,0,1,-1,0,1,-1,0,0,0,1,1,0
198,166,3,tier_1_same_season_position_draft_bucket_contract_stage,1.1435137175521581,5,True,2021,2021,00-0036309,00-0035535,Darnell Mooney,Darius Slayton,CHI,NYG,WR,WR,2020.0,2019.0,5.0,5.0,173.0,171.0,rounds_4_5,rounds_4_5,1.0,2.0,rookie_contract,rookie_contract,91.1072624444184,12.802254726970254,0.5980392156862745,0.0196078431372549,0.850512,0.908721,0.78,0.85,42.0,101.0,88.0,83.0,46.0,-18.0,0.9019607843137256,0.2794117647058823,10.0,74.0,17,13,986.0,536.0,0.8788235294117647,0.6415384615384615,17,12,17,6,0.0,0.0,0.0,0.0,0.0,0.0,0.5980392156862745,0.0196078431372549,0.8788235294117647,0.6415384615384615,1.0,0.7647058823529411,0.9509803921568627,0.24019607843137256,0.1,0.2,1,1,0,0,1,-1,1,1,0,1,1,0,0,1,-1,0,1,-1,0,1,-1,1,1,0
199,217,1,tier_1_same_season_position_draft_bucket_contract_stage,1.1296610491862749,5,True,2021,2021,00-0036322,00-0036550,Justin Jefferson,Rashod Bateman,MIN,BAL,WR,WR,2020.0,2021.0,1.0,1.0,22.0,27.0,round_1,round_1,1.0,0.0,rookie_contract,rookie_contract,215.588672763928,55.134151672314445,0.9803921568627452,0.3725490196078431,2.982456,2.290802,1.206491,7.183208,3.0,65.0,46.0,51.0,43.0,-14.0,0.8627450980392157,0.3235294117647059,15.0,70.0,17,12,1014.0,604.0,0.8917647058823529,0.6808333333333333,17,10,17,5,0.0,0.0,0.0,0.0,0.0,0.0,0.9803921568627452,0.3725490196078431,0.8917647058823529,0.6808333333333333,1.0,0.7058823529411765,0.9901960784313726,0.36764705882352944,0.1,0.0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
199,210,2,tier_1_same_season_position_draft_bucket_contract_stage,1.4185526790327811,5,True,2021,2021,00-0036322,00-0036407,Justin Jefferson,Jerry Jeudy,MIN,DEN,WR,WR,2020.0,2020.0,1.0,1.0,22.0,15.0,round_1,round_1,1.0,1.0,rookie_contract,rookie_contract,215.588672763928,47.542869701869435,0.9803921568627452,0.2941176470588235,2.982456,3.452945,1.206491,1.300589,3.0,73.0,46.0,39.0,43.0,-34.0,0.8627450980392157,0.1764705882352941,15.0,85.0,17,10,1014.0,412.0,0.8917647058823529,0.6559999999999999,17,9,17,4,0.0,0.0,0.0,0.0,0.0,0.0,0.9803921568627452,0.2941176470588235,0.8917647058823529,0.6559999999999999,1.0,0.5882352941176471,0.9901960784313726,0.0784313725490196,0.1,0.1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
199,208,3,tier_1_same_season_position_draft_bucket_contract_stage,1.4286579314860508,5,True,2021,2021,00-0036322,00-0036387,Justin Jefferson,Jalen Reagor,MIN,PHI,WR,WR,2020.0,2020.0,1.0,1.0,22.0,21.0,round_1,round_1,1.0,1.0,rookie_contract,rookie_contract,215.588672763928,18.488219889054143,0.9803921568627452,0.0294117647058823,2.982456,3.016063,1.206491,1.213213,3.0,100.0,46.0,45.0,43.0,-55.0,0.8627450980392157,0.1127450980392156,15.0,91.0,17,17,1014.0,750.0,0.8917647058823529,0.6676470588235294,17,16,17,10,0.0,1.0,0.0,53.0,0.0,0.8,0.9803921568627452,0.0294117647058823,0.8917647058823529,0.6676470588235294,1.0,1.0,0.9901960784313726,0.5784313725490197,0.1,0.1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
199,229,4,tier_1_same_season_position_draft_bucket_contract_stage,1.5994101579111992,5,True,2021,2021,00-0036322,00-0036913,Justin Jefferson,Kadarius Toney,MIN,NYG,WR,WR,2020.0,2021.0,1.0,1.0,22.0,20.0,round_1,round_1,1.0,0.0,rookie_contract,rookie_contract,215.588672763928,41.27647862204214,0.9803921568627452,0.196078431372549,2.982456,2.494456,1.206491,7.997824,3.0,83.0,46.0,50.0,43.0,-33.0,0.8627450980392157,0.1862745098039215,15.0,84.0,17,10,1014.0,301.0,0.8917647058823529,0.465,17,7,17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9803921568627452,0.196078431372549,0.8917647058823529,0.465,1.0,0.5882352941176471,0.9901960784313726,0.029411764705882353,0.1,0.0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
199,145,5,tier_1_same_season_position_draft_bucket_contract_stage,1.6815696243046503,5,True,2021,2021,00-0036322,00-0034837,Justin Jefferson,Calvin Ridley,MIN,ATL,WR,WR,2020.0,2018.0,1.0,1.0,22.0,26.0,round_1,round_1,1.0,3.0,rookie_contract,rookie_contract,215.588672763928,35.701234673704036,0.9803921568627452,0.1568627450980392,2.982456,3.468415,1.206491,1.966464,3.0,87.0,46.0,38.0,43.0,-49.0,0.8627450980392157,0.1274509803921568,15.0,90.0,17,5,1014.0,299.0,0.8917647058823529,0.8640000000000001,17,5,17,5,0.0,0.0,0.0,0.0,0.0,0.0,0.9803921568627452,0.1568627450980392,0.8917647058823529,0.8640000000000001,1.0,0.29411764705882354,0.9901960784313726,0.0196078431372549,0.1,0.3,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
200,121,1,tier_1_same_season_position_draft_bucket_contract_stage,0.28928407632742076,5,True,2021,2021,00-0036326,00-0034348,Chase Claypool,Courtland Sutton,PIT,DEN,WR,WR,2020.0,2018.0,2.0,2.0,49.0,40.0,round_2,round_2,1.0,3.0,rookie_contract,rookie_contract,82.16145746926298,80.66875237055254,0.5588235294117647,0.5392156862745098,1.503781,4.146987,0.910756,8.183,46.0,48.0,62.0,32.0,16.0,-16.0,0.6666666666666666,0.2990196078431372,35.0,72.0,15,17,823.0,920.0,0.792,0.8511764705882353,15,17,10,17,1.0,0.0,44.0,0.0,0.65,0.0,0.5588235294117647,0.5392156862745098,0.792,0.8511764705882353,0.8823529411764706,1.0,0.6764705882352942,0.8627450980392157,0.1,0.3,0,1,-1,0,1,-1,0,0,0,0,0,0,0,1,-1,0,1,-1,0,1,-1,0,1,-1
200,194,2,tier_1_same_season_position_draft_bucket_contract_stage,0.35088359948745595,5,True,2021,2021,00-0036326,00-0036268,Chase Claypool,Laviska Shenault Jr.,PIT,JAX,WR,WR,2020.0,2020.0,2.0,2.0,49.0,42.0,round_2,round_2,1.0,1.0,rookie_contract,rookie_contract,82.16145746926298,51.024624460737854,0.5588235294117647,0.3627450980392157,1.503781,1.749106,0.910756,0.959821,46.0,66.0,62.0,59.0,16.0,-7.0,0.6666666666666666,0.4166666666666667,35.0,60.0,15,16,823.0,697.0,0.792,0.6825,15,15,10,9,1.0,0.0,44.0,0.0,0.65,0.0,0.5588235294117647,0.3627450980392157,0.792,0.6825,0.8823529411764706,0.9411764705882353,0.6764705882352942,0.5098039215686274,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,238,3,tier_1_same_season_position_draft_bucket_contract_stage,0.6328593437717993,5,True,2021,2021,00-0036326,00-0036980,Chase Claypool,Elijah Moore,PIT,NYJ,WR,WR,2020.0,2021.0,2.0,2.0,49.0,34.0,round_2,round_2,1.0,0.0,rookie_contract,rookie_contract,82.16145746926298,62.547084948935215,0.5588235294117647,0.4313725490196078,1.503781,1.625531,0.910756,4.522124,46.0,59.0,62.0,60.0,16.0,1.0,0.6666666666666666,0.5098039215686274,35.0,51.0,15,11,823.0,476.0,0.792,0.6509090909090909,15,8,10,5,1.0,0.0,44.0,0.0,0.65,0.0,0.5588235294117647,0.4313725490196078,0.792,0.6509090909090909,0.8823529411764706,0.6470588235294118,0.6764705882352942,0.14705882352941177,0.1,0.0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
200,232,4,tier_1_same_season_position_draft_bucket_contract_stage,0.8499238574892067,5,True,2021,2021,00-0036326,00-0036936,Chase Claypool,Rondale Moore,PIT,ARI,WR,WR,2020.0,2021.0,2.0,2.0,49.0,49.0,round_2,round_2,1.0,0.0,rookie_contract,rookie_contract,82.16145746926298,43.38875561494791,0.5588235294117647,0.2254901960784313,1.503781,1.258955,0.910756,3.05582,46.0,80.0,62.0,67.0,16.0,-13.0,0.6666666666666666,0.3382352941176471,35.0,68.0,15,14,823.0,432.0,0.792,0.4535714285714286,15,4,10,1,1.0,1.0,44.0,21.0,0.65,0.38,0.5588235294117647,0.2254901960784313,0.792,0.4535714285714286,0.8823529411764706,0.8235294117647058,0.6764705882352942,0.08823529411764706,0.1,0.0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
