candidate_position_final,outcome,matched_candidates,candidate_rate,matched_control_rate,lift,lift_pp,lift_se,lift_ci_low_pp,lift_ci_high_pp,relative_lift_pct
QB,appeared_next_year,29,0.9310344827586207,0.8275862068965518,0.10344827586206896,10.344827586206897,0.06717977473551488,-2.8224082619540196,23.512063434367814,12.499999999999998
QB,primary_v5_hit,29,0.6896551724137931,0.3896551724137931,0.3,30.0,0.1073643031740956,8.956596577877264,51.043403422122736,76.99115044247787
QB,secondary_v5_hit,29,0.5862068965517241,0.38620689655172413,0.2,20.0,0.12277577784569628,-4.06405245775647,44.064052457756475,51.78571428571429
QB,retained_positive_surplus,29,0.5862068965517241,0.38620689655172413,0.2,20.0,0.12277577784569628,-4.06405245775647,44.064052457756475,51.78571428571429
QB,improved_production_score,29,0.3103448275862069,0.4103448275862069,-0.1,-10.0,0.1014670710253482,-29.88754592096825,9.887545920968247,-24.369747899159666
QB,improved_production_percentile,29,0.3103448275862069,0.4103448275862069,-0.1,-10.0,0.10504514628777804,-30.588848672404502,10.588848672404497,-24.369747899159666
QB,next_year_top_half_position,29,0.6896551724137931,0.3896551724137931,0.3,30.0,0.1073643031740956,8.956596577877264,51.043403422122736,76.99115044247787
QB,next_year_meaningful_regular_role,29,0.896551724137931,0.7931034482758622,0.10344827586206896,10.344827586206897,0.08052059043044964,-5.437208138161233,26.126863310575025,13.043478260869563
RB,appeared_next_year,64,0.828125,0.5729166666666666,0.2552083333333333,25.520833333333332,0.05282849875857402,15.166447576652825,35.875219090013836,44.54545454545455
RB,primary_v5_hit,64,0.5,0.22604166666666664,0.27395833333333336,27.395833333333336,0.060232083248989716,15.590345016531352,39.20132165013533,121.19815668202767
RB,secondary_v5_hit,64,0.484375,0.21901041666666665,0.26536458333333335,26.536458333333336,0.07482923008407341,11.869929236854945,41.20298742981172,121.1652794292509
RB,retained_positive_surplus,64,0.484375,0.21901041666666665,0.26536458333333335,26.536458333333336,0.07482923008407341,11.869929236854945,41.20298742981172,121.1652794292509
RB,improved_production_score,64,0.328125,0.30885416666666665,0.019270833333333348,1.9270833333333348,0.06598237051227632,-11.005461287072823,14.859627953739492,6.239460370994946
RB,improved_production_percentile,64,0.3125,0.35572916666666665,-0.04322916666666665,-4.322916666666665,0.06608409348353811,-17.275398989440134,8.629565656106806,-12.152269399707171
RB,next_year_top_half_position,64,0.5,0.22604166666666664,0.27395833333333336,27.395833333333336,0.060232083248989716,15.590345016531352,39.20132165013533,121.19815668202767
RB,next_year_meaningful_regular_role,64,0.765625,0.5697916666666667,0.19583333333333336,19.583333333333336,0.056971054564586204,8.41700663867444,30.74966002799223,34.36928702010969
TE,appeared_next_year,33,0.8787878787878788,0.653030303030303,0.2257575757575758,22.575757575757578,0.07014329260011995,8.82767222613407,36.323842925381086,34.57076566125291
TE,primary_v5_hit,33,0.5757575757575758,0.45606060606060606,0.1196969696969697,11.96969696969697,0.09782045710057051,-7.203112622014849,31.14250656140879,26.245847176079735
TE,secondary_v5_hit,33,0.5757575757575758,0.4318181818181818,0.14393939393939395,14.393939393939394,0.09662284083002465,-4.544137408745436,33.332016196624224,33.333333333333336
TE,retained_positive_surplus,33,0.5757575757575758,0.4318181818181818,0.14393939393939395,14.393939393939394,0.09662284083002465,-4.544137408745436,33.332016196624224,33.333333333333336
TE,improved_production_score,33,0.24242424242424243,0.5712121212121213,-0.3287878787878788,-32.87878787878788,0.09738606160744274,-51.966455953846655,-13.791119803729101,-57.55968169761273
TE,improved_production_percentile,33,0.2727272727272727,0.5712121212121213,-0.29848484848484846,-29.848484848484848,0.109416601362914,-51.294138715615986,-8.4028309813537,-52.25464190981432
TE,next_year_top_half_position,33,0.5757575757575758,0.45606060606060606,0.1196969696969697,11.96969696969697,0.09782045710057051,-7.203112622014849,31.14250656140879,26.245847176079735
TE,next_year_meaningful_regular_role,33,0.8787878787878788,0.653030303030303,0.2257575757575758,22.575757575757578,0.07014329260011995,8.82767222613407,36.323842925381086,34.57076566125291
WR,appeared_next_year,126,0.8412698412698413,0.6140211640211638,0.22724867724867723,22.72486772486772,0.03814138885879371,15.249155508544154,30.20057994119129,37.00990952175787
WR,primary_v5_hit,126,0.5634920634920635,0.39708994708994705,0.1664021164021164,16.640211640211643,0.04937956654103745,6.9618165981683005,26.31860668225498,41.90539640239841
WR,secondary_v5_hit,126,0.5952380952380952,0.28359788359788374,0.3116402116402115,31.16402116402115,0.04670681184860154,22.009486041695247,40.318556286347054,109.88805970149242
WR,retained_positive_surplus,126,0.5952380952380952,0.28359788359788374,0.3116402116402115,31.16402116402115,0.04670681184860154,22.009486041695247,40.318556286347054,109.88805970149242
WR,improved_production_score,126,0.36507936507936506,0.4301587301587302,-0.06507936507936507,-6.507936507936507,0.0482382493194445,-15.96263337454763,2.9467603586746147,-15.129151291512914
WR,improved_production_percentile,126,0.3492063492063492,0.42857142857142855,-0.07936507936507936,-7.936507936507936,0.04679514761449131,-17.10835686894823,1.2353409959323602,-18.51851851851852
WR,next_year_top_half_position,126,0.5634920634920635,0.39708994708994705,0.1664021164021164,16.640211640211643,0.04937956654103745,6.9618165981683005,26.31860668225498,41.90539640239841
WR,next_year_meaningful_regular_role,126,0.8253968253968254,0.6140211640211638,0.21137566137566136,21.137566137566136,0.04046539261858264,13.20634918432394,29.06878309080833,34.424816889271874
