candidate_position_final,outcome,matched_candidates,candidate_rate,matched_control_rate,lift,lift_pp,lift_se,lift_ci_low_pp,lift_ci_high_pp,relative_lift_pct
QB,appeared_next_year,29,0.9310344827586207,0.8448275862068966,0.08620689655172416,8.620689655172416,0.0704881183313014,-5.19498153776266,22.43636084810749,10.204081632653063
QB,primary_v5_hit,29,0.6896551724137931,0.43103448275862055,0.25862068965517243,25.862068965517242,0.1108465604711834,4.136143113165297,47.58799481786919,60.00000000000002
QB,secondary_v5_hit,29,0.5862068965517241,0.4137931034482758,0.1724137931034483,17.24137931034483,0.1255755111140836,-7.371420868015558,41.85417948870521,41.66666666666667
QB,retained_positive_surplus,29,0.5862068965517241,0.4137931034482758,0.1724137931034483,17.24137931034483,0.1255755111140836,-7.371420868015558,41.85417948870521,41.66666666666667
QB,improved_production_score,29,0.3103448275862069,0.38505747126436773,-0.07471264367816088,-7.471264367816088,0.10183933992338708,-27.43177499279995,12.489246257167776,-19.402985074626862
QB,improved_production_percentile,29,0.3103448275862069,0.38505747126436773,-0.07471264367816088,-7.471264367816088,0.103835255030408,-27.822974353776054,12.88044561814388,-19.402985074626862
QB,next_year_top_half_position,29,0.6896551724137931,0.43103448275862055,0.25862068965517243,25.862068965517242,0.1108465604711834,4.136143113165297,47.58799481786919,60.00000000000002
QB,next_year_meaningful_regular_role,29,0.896551724137931,0.8448275862068966,0.051724137931034496,5.172413793103449,0.07981207756659928,-10.470753409950007,20.815580996156907,6.122448979591838
RB,appeared_next_year,64,0.828125,0.5729166666666666,0.25520833333333337,25.520833333333336,0.05062015512340724,15.59928292914552,35.442383737521155,44.545454545454554
RB,primary_v5_hit,64,0.5,0.21875,0.28125,28.125,0.06176541410911568,16.01897883461333,40.23102116538667,128.57142857142858
RB,secondary_v5_hit,64,0.484375,0.203125,0.28125,28.125,0.07587988788448195,13.252541974641538,42.99745802535846,138.46153846153845
RB,retained_positive_surplus,64,0.484375,0.203125,0.28125,28.125,0.07587988788448195,13.252541974641538,42.99745802535846,138.46153846153845
RB,improved_production_score,64,0.328125,0.3203125,0.00781250000000003,0.781250000000003,0.06571636764426211,-12.099158058275371,13.661658058275378,2.4390243902439117
RB,improved_production_percentile,64,0.3125,0.36197916666666663,-0.04947916666666663,-4.9479166666666625,0.06605620046668441,-17.894931958136805,7.99909862480348,-13.669064748201428
RB,next_year_top_half_position,64,0.5,0.21875,0.28125,28.125,0.06176541410911568,16.01897883461333,40.23102116538667,128.57142857142858
RB,next_year_meaningful_regular_role,64,0.765625,0.5729166666666666,0.19270833333333337,19.270833333333336,0.054833948218276106,8.52337948255122,30.018287184115454,33.63636363636365
TE,appeared_next_year,33,0.8787878787878788,0.6616161616161614,0.2171717171717172,21.71717171717172,0.0723452896503878,7.537494945695711,35.896848488647734,32.82442748091604
TE,primary_v5_hit,33,0.5757575757575758,0.4797979797979798,0.09595959595959597,9.595959595959597,0.09650628431323921,-9.319272129435289,28.511191321354477,20.0
TE,secondary_v5_hit,33,0.5757575757575758,0.44949494949494945,0.12626262626262627,12.626262626262626,0.10284011461766282,-7.530399838799284,32.782925091324536,28.089887640449447
TE,retained_positive_surplus,33,0.5757575757575758,0.44949494949494945,0.12626262626262627,12.626262626262626,0.10284011461766282,-7.530399838799284,32.782925091324536,28.089887640449447
TE,improved_production_score,33,0.24242424242424243,0.5808080808080808,-0.33838383838383834,-33.838383838383834,0.10397326705070797,-54.2171441803226,-13.459623496445072,-58.26086956521739
TE,improved_production_percentile,33,0.2727272727272727,0.5808080808080808,-0.30808080808080807,-30.808080808080806,0.11539740935350964,-53.42597304136869,-8.190188574792916,-53.04347826086957
TE,next_year_top_half_position,33,0.5757575757575758,0.4797979797979798,0.09595959595959597,9.595959595959597,0.09650628431323921,-9.319272129435289,28.511191321354477,20.0
TE,next_year_meaningful_regular_role,33,0.8787878787878788,0.6616161616161614,0.2171717171717172,21.71717171717172,0.0723452896503878,7.537494945695711,35.896848488647734,32.82442748091604
WR,appeared_next_year,126,0.8412698412698413,0.6534391534391535,0.18783068783068785,18.783068783068785,0.0375146826980241,11.430190974256062,26.13594659188151,28.74493927125506
WR,primary_v5_hit,126,0.5634920634920635,0.5052910052910052,0.05820105820105822,5.820105820105822,0.04952392257934909,-3.8865830054465986,15.526794645658242,11.518324607329848
WR,secondary_v5_hit,126,0.5952380952380952,0.3240740740740741,0.2711640211640212,27.11640211640212,0.04560911009991609,18.17701653681857,36.05578769598567,83.6734693877551
WR,retained_positive_surplus,126,0.5952380952380952,0.3240740740740741,0.2711640211640212,27.11640211640212,0.04560911009991609,18.17701653681857,36.05578769598567,83.6734693877551
WR,improved_production_score,126,0.36507936507936506,0.4642857142857143,-0.09920634920634915,-9.920634920634914,0.04858413569644544,-19.44312551713822,-0.39814432413160933,-21.367521367521352
WR,improved_production_percentile,126,0.3492063492063492,0.4695767195767195,-0.12037037037037031,-12.037037037037031,0.046977006229074685,-21.24453025793567,-2.8295438161383926,-25.6338028169014
WR,next_year_top_half_position,126,0.5634920634920635,0.5052910052910052,0.05820105820105822,5.820105820105822,0.04952392257934909,-3.8865830054465986,15.526794645658242,11.518324607329848
WR,next_year_meaningful_regular_role,126,0.8253968253968254,0.6534391534391535,0.17195767195767198,17.195767195767196,0.03974950258411206,9.404864689281233,24.98666970225316,26.31578947368421
