outcome,matched_candidates,candidate_rate,matched_control_rate,lift,lift_pp,lift_se,lift_ci_low_pp,lift_ci_high_pp,relative_lift_pct
appeared_next_year,252,0.8531746031746031,0.656084656084656,0.19708994708994712,19.708994708994712,0.025968754404499424,14.619118845712824,24.7988705722766,30.040322580645167
primary_v5_hit,252,0.5634920634920635,0.42063492063492064,0.14285714285714285,14.285714285714285,0.03475726836201,7.4732896867603245,21.098138884668245,33.9622641509434
secondary_v5_hit,252,0.5634920634920635,0.32010582010582006,0.24338624338624346,24.338624338624346,0.03572765320902773,17.33600430965491,31.34124436759378,76.0330578512397
retained_positive_surplus,252,0.5634920634920635,0.32010582010582006,0.24338624338624346,24.338624338624346,0.03572765320902773,17.33600430965491,31.34124436759378,76.0330578512397
improved_production_score,252,0.3333333333333333,0.4338624338624338,-0.10052910052910052,-10.052910052910052,0.03490516506092779,-16.8943224048519,-3.211497700968205,-23.170731707317078
improved_production_percentile,252,0.3253968253968254,0.44708994708994704,-0.12169312169312169,-12.16931216931217,0.0348253908621016,-18.99508877828408,-5.343535560340254,-27.218934911242602
next_year_top_half_position,252,0.5634920634920635,0.42063492063492064,0.14285714285714285,14.285714285714285,0.03475726836201,7.4732896867603245,21.098138884668245,33.9622641509434
next_year_meaningful_regular_role,252,0.8253968253968254,0.656084656084656,0.16931216931216933,16.931216931216934,0.027610771182408025,11.51950577946496,22.342928082968903,25.80645161290323
