season,team,player_id,player_name,position,position_group,passing_yards,passing_tds,passing_interceptions,sacks_suffered,rushing_yards,rushing_tds,receptions,receiving_yards,receiving_tds,targets,passing_epa,rushing_epa,receiving_epa,total_epa,production_score,contract_player_name,contract_position,cap_number,cash_paid,base_salary,guaranteed_salary,has_contract_match,has_missing_contract,position_final,meets_sample_threshold,sample_confidence,contract_confidence,overall_confidence,production_rank_position,cost_rank_position,player_surplus_gap,player_surplus_rank,player_value_tier,draft_year,draft_team,draft_round,draft_pick,years_since_drafted,draft_capital_bucket,estimated_contract_stage,is_likely_rookie_contract,surplus_context
2025,SF,00-0036972,Mac Jones,QB,QB,2151,13,6,16,60,0,0,0,0,0,44.68512074048047,-5.267776353717169,0.0,39.417344386763304,73.92734438676331,Mac Jones,QB,2.558,4.25,1.17,1.51,True,False,QB,True,normal_sample,contract_matched,high,22.0,34.0,12.0,4.5,Strong bargain,2021,NWE,1,15,4,round_1,possible_fifth_year_option,True,rookie_contract_surplus
2025,NYG,00-0039847,Theo Johnson,TE,TE,0,0,0,0,0,0,45,528,5,74,0.0,0.0,8.832371162803263,8.832371162803263,61.48237116280326,Theo Johnson,TE,1.167859,0.96,0.96,,True,False,TE,True,normal_sample,contract_matched,high,23.0,35.0,12.0,8.5,Strong bargain,2024,NYG,4,107,1,rounds_4_5,rookie_contract,True,rookie_contract_surplus
2025,ATL,00-0038542,Bijan Robinson,RB,RB,0,0,0,0,1478,7,79,820,4,103,0.0,-12.254629210466984,26.589835723961546,14.335206513494558,181.98520651349455,Bijan Robinson,RB,5.988694,2.746232,1.03,2.746232,True,False,RB,True,normal_sample,contract_matched,high,3.0,14.0,11.0,20.0,Strong bargain,2023,ATL,1,8,2,round_1,rookie_contract,True,rookie_contract_surplus
2025,LV,00-0039338,Brock Bowers,TE,TE,0,0,0,0,2,0,64,680,7,86,0.0,-1.1543679854366928,23.34749065319067,22.193122667753975,93.29312266775398,Brock Bowers,TE,4.122451,1.61949,0.96,1.61949,True,False,TE,True,normal_sample,contract_matched,high,11.0,21.0,10.0,12.5,Strong bargain,2024,LVR,1,13,1,round_1,rookie_contract,True,rookie_contract_surplus
2025,DAL,00-0038041,Jake Ferguson,TE,TE,0,0,0,0,1,0,82,600,8,102,0.0,-0.6943626506254077,19.060186915451013,18.365824264825605,92.9158242648256,Jake Ferguson,TE,3.98222,13.406,1.406,1.406,True,False,TE,True,normal_sample,contract_matched,high,12.0,22.0,10.0,12.5,Strong bargain,2022,DAL,4,129,3,rounds_4_5,rookie_contract,True,rookie_contract_surplus
2025,IND,00-0040128,Tyler Warren,TE,TE,0,0,0,0,8,1,76,817,4,112,-0.4653273890144191,-4.337354746094206,15.770369196454476,10.967687061345847,86.21768706134586,Tyler Warren,TE,3.811027,12.724108,0.84,0.84,True,False,TE,True,normal_sample,contract_matched,high,15.0,24.0,9.0,15.0,Positive value,2025,IND,1,14,0,round_1,rookie_contract,True,pre_extension_breakout
2025,HOU,00-0040130,Jayden Higgins,WR,WR,0,0,0,0,0,0,41,525,6,68,0.0,0.0,16.757682784795296,16.757682784795296,71.25768278479529,Jayden Higgins,WR,2.127422,5.989688,0.84,0.84,True,False,WR,True,normal_sample,contract_matched,high,48.0,57.0,9.0,31.5,Positive value,2025,HOU,2,34,0,round_2,rookie_contract,True,pre_extension_breakout
2025,MIN,00-0037291,Jalen Nailor,WR,WR,0,0,0,0,13,0,29,444,4,53,0.0,-1.2720050893258303,11.562589095304295,10.290584005978468,52.39058400597847,Jalen Nailor,WR,1.145165,1.1,1.1,0.0,True,False,WR,True,normal_sample,contract_matched,high,63.0,72.0,9.0,31.5,Positive value,2022,MIN,6,191,3,rounds_6_7,rookie_contract,True,pre_extension_breakout
2025,HOU,00-0040583,Woody Marks,RB,RB,0,0,0,0,703,2,24,208,3,36,0.0,-29.178442436755464,7.229645392006979,-21.948797044748485,44.60120295525152,Woody Marks,RB,1.090942,1.843768,0.84,,True,False,RB,True,normal_sample,contract_matched,high,40.0,49.0,9.0,21.0,Positive value,2025,HOU,4,116,0,rounds_4_5,rookie_contract,True,pre_extension_breakout
2025,SF,00-0037834,Brock Purdy,QB,QB,2167,20,10,11,147,3,0,0,0,0,63.12993911682054,16.192089706484694,0.0,79.32202882330523,134.59202882330524,Brock Purdy,QB,9.119253,41.1,1.1,1.1,True,False,QB,True,normal_sample,contract_matched,high,13.0,21.0,8.0,7.5,Positive value,2022,SFO,7,262,3,rounds_6_7,rookie_contract,True,pre_extension_breakout
2025,IND,00-0038997,Josh Downs,WR,WR,0,0,0,0,-2,0,58,566,4,88,0.0,-1.5216300988104194,8.65751017263293,7.135880073822511,61.83588007382251,Josh Downs,WR,1.505577,1.251858,1.251858,,True,False,WR,True,normal_sample,contract_matched,high,54.0,62.0,8.0,34.0,Positive value,2023,IND,3,79,2,round_3,rookie_contract,True,pre_extension_breakout
2025,NO,00-0040743,Tyler Shough,QB,QB,2384,10,6,31,186,3,0,0,0,0,2.059938944321194,1.02317729410436,0.0,3.083116238425554,45.47311623842555,Tyler Shough,QB,1.964496,5.337984,0.84,0.84,True,False,QB,True,normal_sample,contract_matched,high,27.0,35.0,8.0,7.5,Positive value,2025,NOR,2,40,0,round_2,rookie_contract,True,pre_extension_breakout
2025,JAX,00-0036971,Trevor Lawrence,QB,QB,4007,29,12,41,359,9,0,0,0,0,38.409721436388125,25.791758512154928,0.0,64.20147994854305,172.97147994854305,Trevor Lawrence,QB,17.0,37.5,2.0,2.0,True,False,QB,True,normal_sample,contract_matched,high,8.0,15.0,7.0,9.5,Positive value,2021,JAX,1,1,4,round_1,possible_fifth_year_option,True,pre_extension_breakout
2025,ATL,00-0037238,Drake London,WR,WR,0,0,0,0,0,0,68,919,7,112,0.0,0.0,24.780595332661015,24.780595332661015,108.730595332661,Drake London,WR,6.851878,3.64152,1.1,3.64152,True,False,WR,True,normal_sample,contract_matched,high,22.0,29.0,7.0,37.5,Positive value,2022,ATL,1,8,3,round_1,rookie_contract,True,pre_extension_breakout
2025,BUF,00-0037261,Khalil Shakir,WR,WR,0,0,0,0,5,0,72,719,4,95,0.0,-0.1054081413894891,7.502132030080418,7.396723888690929,73.59672388869093,Khalil Shakir,WR,2.586788,8.1,1.1,1.1,True,False,WR,True,normal_sample,contract_matched,high,46.0,53.0,7.0,37.5,Positive value,2022,BUF,5,148,3,rounds_4_5,rookie_contract,True,pre_extension_breakout
2025,ATL,00-0037263,Tyler Allgeier,RB,RB,0,0,0,0,514,8,14,96,0,16,0.0,-11.554740632796385,2.7828413261449896,-8.771899306651394,49.22810069334861,Tyler Allgeier,RB,1.183472,1.1,1.1,0.0,True,False,RB,True,normal_sample,contract_matched,high,36.0,43.0,7.0,24.0,Positive value,2022,ATL,5,151,3,rounds_4_5,rookie_contract,True,pre_extension_breakout
2025,TEN,00-0040170,Elic Ayomanor,WR,WR,0,0,0,0,0,0,41,515,4,89,0.0,0.0,-9.595703496456029,-9.595703496456029,38.404296503543975,Elic Ayomanor,WR,1.006454,1.505816,0.84,,True,False,WR,True,normal_sample,contract_matched,high,76.0,83.0,7.0,37.5,Positive value,2025,TEN,4,136,0,rounds_4_5,rookie_contract,True,pre_extension_breakout
2025,GB,00-0038393,Dontayvion Wicks,WR,WR,0,0,0,0,6,0,30,332,2,46,0.0,0.4941405840218067,14.157983337128767,14.652123921150574,45.052123921150574,Dontayvion Wicks,WR,1.105636,1.03,1.03,0.0,True,False,WR,True,normal_sample,contract_matched,high,68.0,74.0,6.0,40.5,Positive value,2023,GNB,5,159,2,rounds_4_5,rookie_contract,True,pre_extension_breakout
2025,HOU,00-0039163,C.J. Stroud,QB,QB,3041,19,8,23,209,1,0,0,0,0,47.66119819357808,15.04224827406197,0.0,62.70344646764005,122.81344646764003,C.J. Stroud,QB,9.894339,4.048113,1.03,4.048114,True,False,QB,True,normal_sample,contract_matched,high,15.0,20.0,5.0,13.0,Positive value,2023,HOU,1,2,2,round_1,rookie_contract,True,pre_extension_breakout
2025,MIA,00-0036613,Jaylen Waddle,WR,WR,8,0,0,0,28,0,64,910,6,100,-0.5923647911444314,1.929515663301572,34.451660055798726,35.788810927955865,116.76881092795584,Jaylen Waddle,WR,8.020709,16.05,1.17,1.17,True,False,WR,True,normal_sample,contract_matched,high,17.0,22.0,5.0,42.0,Positive value,2021,MIA,1,6,4,round_1,possible_fifth_year_option,True,pre_extension_breakout
