estimated_contract_stage,players_evaluated,avg_surplus_gap,median_surplus_gap,pct_positive_surplus,pct_strong_surplus,avg_cap_number,avg_production_score,avg_total_epa,rookie_contract_rate
rookie_contract,552,9.089673913043478,8.0,0.6612318840579711,0.4855072463768116,2.770687501811594,77.94149889941255,12.3017162907169,1.0
undrafted_or_unmatched,116,3.0258620689655173,4.5,0.6206896551724138,0.3706896551724138,2.4508634224137933,57.32721352963085,7.702127322734299,0.0
possible_fifth_year_option,35,-6.985714285714286,-1.0,0.42857142857142855,0.22857142857142856,10.911465657142857,111.66487169129073,34.46715740557645,1.0
second_contract_or_later,462,-11.595238095238095,-9.0,0.29653679653679654,0.10606060606060606,10.079230636363635,82.60268245289222,17.291210591420374,0.0
