draft_capital_bucket,players_evaluated,avg_surplus_gap,median_surplus_gap,pct_positive_surplus,pct_strong_surplus,avg_cap_number,avg_production_score,avg_total_epa,rookie_contract_rate
rounds_6_7,76,11.93421052631579,10.5,0.6973684210526315,0.5131578947368421,2.0853037236842105,60.08863794962718,11.33916426541665,0.6842105263157895
rounds_4_5,221,3.6040723981900453,2.0,0.5520361990950227,0.31221719457013575,4.33729805882353,69.12262823470431,9.83982280484005,0.5520361990950227
undrafted_or_unmatched,116,3.0258620689655173,4.5,0.6206896551724138,0.3706896551724138,2.4508634224137933,57.32721352963085,7.702127322734299,0.0
round_3,171,-1.6403508771929824,-1.0,0.4678362573099415,0.27485380116959063,5.347347315789474,73.29779502943899,9.151654678561783,0.4619883040935672
round_2,249,-2.6204819277108435,-2.0,0.44176706827309237,0.3092369477911647,5.632483919678714,82.08939955469971,14.064941723374409,0.5140562248995983
round_1,332,-4.079819277108434,-2.0,0.4578313253012048,0.28012048192771083,9.439802746987953,97.2210735894925,23.74083262563707,0.6204819277108434
